instrument_type,symbol,scrip_name,scrip_code,isin,isin_reinvestment
Mutual Fund,,PGIM India Corporate Bond Fund - Monthly Dividend,,INF223J01DC0,INF223J01DD8
Mutual Fund,,PGIM India Corporate Bond Fund - Premium Plus Plan - Growth,,INF223J01CQ2,
Mutual Fund,,PGIM India Corporate Bond Fund - Quarterly Dividend,,INF223J01DE6,INF223J01DF3
Mutual Fund,,PGIM India Dynamic Bond Fund - Direct Plan-Growth Option,,INF663L01AD7,
Mutual Fund,,PGIM India Dynamic Bond Fund - Direct Plan-Monthly Dividend Option,,INF663L01AF2,INF663L01AE5
Mutual Fund,,PGIM India Dynamic Bond Fund - Direct Plan-Quarterly Dividend Option,,INF663L01AI6,INF663L01AH8
Mutual Fund,,PGIM India Dynamic Bond Fund - Dividend Option - Monthly,,INF663L01492,INF663L01500
Mutual Fund,,PGIM India Dynamic Bond Fund - Dividend Option - Quarterly,,INF663L01526,INF663L01534
Mutual Fund,,PGIM India Dynamic Bond Fund - Growth Option,,INF663L01484,
Mutual Fund,,PGIM India Dynamic Bond Fund-Bonus Option,,INF663L01BF0,
Mutual Fund,,PGIM India ELSS Tax Saver Fund - Direct Plan - Dividend Option,,INF663L01FO3,
Mutual Fund,,PGIM India ELSS Tax Saver Fund - Direct Plan - Growth Option,,INF663L01FN5,
Mutual Fund,,PGIM India ELSS Tax Saver Fund - Regular Plan - Dividend Option,,INF663L01FR6,
Mutual Fund,,PGIM India ELSS Tax Saver Fund - Regular Plan - Growth Option,,INF663L01FQ8,
Mutual Fund,,PGIM India Emerging Markets Equity Fund - Direct Plan - Dividend,,INF223J01NJ4,
Mutual Fund,,PGIM India Emerging Markets Equity Fund - Direct Plan - Growth,,INF223J01NL0,
Mutual Fund,,PGIM India Emerging Markets Equity Fund - Dividend,,INF223J01AW4,INF223J01AX2
Mutual Fund,,PGIM India Emerging Markets Equity Fund - Growth,,INF223J01AY0,
Mutual Fund,,PGIM India Equity Savings Fund - Annual Dividend option,,INF223J01EZ9,INF223J01FA9
Mutual Fund,,PGIM India Equity Savings Fund - Direct Plan - Annual Dividend,,INF223J01QA6,INF223J01QB4
Mutual Fund,,PGIM India Equity Savings Fund - Direct Plan - Growth,,INF223J01QD0,
Mutual Fund,,PGIM India Equity Savings Fund - Direct Plan - Half yearly Dividend option,,INF663L01YM8,INF663L01YN6
Mutual Fund,,PGIM India Equity Savings Fund - Direct Plan - Monthly Dividend,,INF223J01QE8,INF223J01QF5
Mutual Fund,,PGIM India Equity Savings Fund - Direct Plan - Quarterly Dividend,,INF223J01QG3,INF223J01QH1
Mutual Fund,,PGIM India Equity Savings Fund - Direct Plan - Regular Dividend Option,,INF663L01YQ9,INF663L01YR7
Mutual Fund,,PGIM India Equity Savings Fund - Growth Option,,INF223J01FB7,
Mutual Fund,,PGIM India Equity Savings Fund - Monthly Dividend option,,INF223J01FC5,INF223J01FD3
Mutual Fund,,PGIM India Equity Savings Fund - QuarterlyDividend,,INF223J01FE1,INF223J01FF8
Mutual Fund,,PGIM India Equity Savings Fund - Regular Plan - Regular Dividend Option,,INF663L01YO4,INF663L01YP1
Mutual Fund,,PGIM India Flexi Cap Fund - Direct Plan - Dividend Option,,INF663L01FG9,INF663L01FH7
Mutual Fund,,PGIM India Flexi Cap Fund - Direct Plan - Growth Option,,INF663L01FF1,
Mutual Fund,,PGIM India Flexi Cap Fund - Regular Plan - Dividend Option,,INF663L01FK1,INF663L01FL9
Mutual Fund,,PGIM India Flexi Cap Fund - Regular Plan - Growth Option,,INF663L01FJ3,
Mutual Fund,,PGIM India Gilt Fund - Bonus,,INF223J01AR4,
Mutual Fund,,PGIM India Gilt Fund - Direct Plan - Growth,,INF223J01ND7,
Mutual Fund,,PGIM India Gilt Fund - Direct Plan - Half Yearly Bonus,,INF223J01VM1,
Mutual Fund,,PGIM India Gilt Fund - Direct Plan - Quarterly Dividend,,INF223J01NB1,
Mutual Fund,,PGIM India Gilt Fund - Growth,,INF223J01AQ6,
Mutual Fund,,PGIM India Gilt Fund - Half Yearly Bonus,,INF223J01VL3,
Mutual Fund,,PGIM India Gilt Fund - Quarterly Dividend,,INF223J01AO1,INF223J01AP8
Mutual Fund,,PGIM India Global Equity Opportunities Fund - Bonus,,INF223J01AV6,
Mutual Fund,,PGIM India Global Equity Opportunities Fund - Direct Plan - Dividend,,INF223J01NG0,
Mutual Fund,,PGIM India Global Equity Opportunities Fund - Direct Plan - Growth,,INF223J01NF2,
Mutual Fund,,PGIM India Global Equity Opportunities Fund - Dividend,,INF223J01AS2,INF223J01AT0
Mutual Fund,,PGIM India Global Equity Opportunities Fund - Growth,,INF223J01AU8,
Mutual Fund,,PGIM India Global Select Real Estate Securities Fund of Fund - Direct Plan - Growth Option,,INF663L01W63,
Mutual Fund,,PGIM India Global Select Real Estate Securities Fund of Fund - Direct Plan - IDCW Option,,INF663L01W71,INF663L01W89
Mutual Fund,,PGIM India Global Select Real Estate Securities Fund of Fund - Regular Plan - Growth Option,,INF663L01W97,
Mutual Fund,,PGIM India Global Select Real Estate Securities Fund of Fund - Regular Plan - IDCW Option,,INF663L01X05,INF663L01X13
Mutual Fund,,PGIM India Hybrid Equity Fund - BONUS OPTION,,INF223J01903,
Mutual Fund,,PGIM India Hybrid Equity Fund - Direct Plan - Annual Dividend Option,,INF663L01ZC6,INF663L01ZD4
Mutual Fund,,PGIM India Hybrid Equity Fund - Direct Plan - Dividend,,INF663L01GY0,INF663L01GZ7
Mutual Fund,,PGIM India Hybrid Equity Fund - Direct Plan - Growth,,INF663L01GX2,
Mutual Fund,,PGIM India Hybrid Equity Fund - Dividend Option,,INF663L01HA8,INF663L01HB6
Mutual Fund,,PGIM India Hybrid Equity Fund - Growth Option,,INF663L01HC4,
Mutual Fund,,PGIM India Hybrid Equity Fund - Regular Plan - Annual Dividend Option,,INF663L01ZA0,INF663L01ZB8
Mutual Fund,,PGIM India Hybrid Equity Fund Wealth Plan- Dividend Option,,INF223J01309,
Mutual Fund,,PGIM India Hybrid Equity Fund Wealth Plan- Growth Option,,INF223J01325,
Mutual Fund,,PGIM India Hybrid Equity Fund-Direct Plan-Monthly Dividend Option,,INF663L01OA4,INF663L01OB2
Mutual Fund,,PGIM India Hybrid Equity Fund-Direct Plan-Quarterly Divdend Option,,INF663L01OE6,INF663L01OF3
Mutual Fund,,PGIM India Hybrid Equity Fund-Monthly Dividend Option,,INF663L01NY6,INF663L01NZ3
Mutual Fund,,PGIM India Hybrid Equity Fund-Quarterly Dividend Option,,INF663L01OC0,INF663L01OD8
Mutual Fund,,PGIM India INSTA CASH FUND - Annual Bonus Option,,INF223J01WV0,
Mutual Fund,,PGIM India INSTA CASH FUND - Regular Plan BONUS OPTION,,INF223J01BH3,
Mutual Fund,,PGIM India INSTA CASH FUND-Monthly Bonus Option,,INF223J01VD0,
Mutual Fund,,PGIM India Insta Cash Fund - Direct Plan - Annual Dividend,,INF223J01NO4,INF223J01NP1
Mutual Fund,,PGIM India Insta Cash Fund - Direct Plan - Quarterly Dividend,,INF223J01NX5,
Mutual Fund,,PGIM India Insta Cash Fund - Direct Plan -Annual Bonus Option,,INF223J01WW8,
Mutual Fund,,PGIM India Insta Cash Fund - Direct Plan -Monthly Bonus,,INF223J01VE8,
Mutual Fund,,PGIM India Insta Cash Fund - Direct Plan -Regular Bonus,,INF223J01NQ9,
Mutual Fund,,PGIM India Insta Cash Fund - Quarterly Dividend Option,,INF223J01IN6,INF223J01IO4
Mutual Fund,,PGIM India Insta Cash Fund- Annual Dividend Option,,INF223J01IP1,INF223J01IQ9
Mutual Fund,,PGIM India Insta Cash Fund-DIVIDEND-WEEKLY DIVIDEND,,INF223J01BN1,
Mutual Fund,,PGIM India Insta Cash Fund-Institutional Plan-Daily Dividend,,INF223J01BA8,
Mutual Fund,,PGIM India Insta Cash Fund-Institutional Plan-Growth,,INF223J01BB6,
Mutual Fund,,PGIM India Large Cap Fund - BONUS OPTION,,INF223J01895,
Mutual Fund,,PGIM India Large Cap Fund - Direct Plan - Bonus,,INF223J01MM0,
Mutual Fund,,PGIM India Large Cap Fund - Direct Plan - Dividend,,INF663L01GS2,INF663L01GT0
Mutual Fund,,PGIM India Large Cap Fund - Direct Plan - Growth,,INF663L01GR4,
Mutual Fund,,PGIM India Large Cap Fund - Dividend,,INF663L01GU8,INF663L01GV6
Mutual Fund,,PGIM India Large Cap Fund - Growth,,INF663L01GW4,
Mutual Fund,,PGIM India Large Cap Fund Wealth Plan - Growth Option,,INF223J01267,
Mutual Fund,,PGIM India Large Cap Fund Wealth Plan -Dividend Option,,INF223J01242,
Mutual Fund,,PGIM India Large and Midcap Fund - Direct Plan - Growth Option,,INF663L01Y12,
Mutual Fund,,PGIM India Large and Midcap Fund - Direct Plan - IDCW option,,INF663L01Y20,INF663L01Y38
Mutual Fund,,PGIM India Large and Midcap Fund - Regular Plan - Growth Option,,INF663L01X88,
Mutual Fund,,PGIM India Large and Midcap Fund - Regular Plan - IDCW Option,,INF663L01X96,INF663L01Y04
Mutual Fund,,PGIM India Liquid Fund - Bonus Option,,INF223J01BQ4,
Mutual Fund,,PGIM India Liquid Fund - Direct Plan - Daily Dividend,,INF223J01NR7,
Mutual Fund,,PGIM India Liquid Fund - Direct Plan - Growth,,INF223J01NS5,
Mutual Fund,,PGIM India Liquid Fund - Direct Plan - Monthly Dividend,,INF223J01NT3,INF223J01NU1
Mutual Fund,,PGIM India Liquid Fund - Direct Plan - Weekly Dividend,,INF223J01NV9,INF223J01NW7
Mutual Fund,,PGIM India Liquid Fund - Growth,,INF223J01BP6,
Mutual Fund,,PGIM India Liquid Fund - Monthly Dividend,,INF223J01BL5,
Mutual Fund,,PGIM India Liquid Fund - Weekly Dividend,,INF223J01BU6,
Mutual Fund,,PGIM India Liquid Fund-DIVIDEND-MONTHLY DIVIDEND,,INF223J01BR2,INF223J01BS0
Mutual Fund,,PGIM India Liquid Fund-Growth-GROWTH,,INF223J01BJ9,
Mutual Fund,,PGIM India Midcap Opportunities Fund - Direct Plan - Dividend Option - Payout,,INF663L01DW1,INF663L01DX9
Mutual Fund,,PGIM India Midcap Opportunities Fund - Direct Plan - Growth Option,,INF663L01DV3,
Mutual Fund,,PGIM India Midcap Opportunities Fund - Regular Plan - Dividend Option - Payout,,INF663L01EA5,INF663L01EB3
Mutual Fund,,PGIM India Midcap Opportunities Fund - Regular Plan - Growth Option,,INF663L01DZ4,
Mutual Fund,,PGIM India Money Market Fund - Direct Plan - Growth Option,,INF663L01T84,
Mutual Fund,,PGIM India Money Market Fund - Direct Plan - Monthly Dividend Option,,INF663L01T92,
Mutual Fund,,PGIM India Money Market Fund - Regular Plan - Growth Option,,INF663L01U24,
Mutual Fund,,PGIM India Money Market Fund - Regular Plan - Monthly Dividend Option,,INF663L01U32,
Mutual Fund,,PGIM India Overnight Fund - Direct Plan - Growth Option,,INF663L01T01,
Mutual Fund,,PGIM India Overnight Fund - Direct Plan - Weekly Dividend Option,,INF663L01T19,INF663L01T27
Mutual Fund,,PGIM India Overnight Fund - Regular Plan - Weekly Dividend Option,,INF663L01T50,INF663L01T68
Mutual Fund,,PGIM India Overnight Fund - Regular Plan- Growth Option,,INF663L01T43,
Mutual Fund,,PGIM India Premier Bond Fund - Annual Bonus,,INF223J01WZ1,
Mutual Fund,,PGIM India Premier Bond Fund - Bonus,,INF223J01DA4,
Mutual Fund,,PGIM India Premier Bond Fund - Direct Plan - Half-Yearly Bonus,,INF223J01WG1,
Mutual Fund,,PGIM India Premier Bond Fund - Half-Yearly Bonus,,INF223J01WF3,
Mutual Fund,,PGIM India Retirement Fund - Direct Plan - Growth Option,,INF663L01Y61,
Mutual Fund,,PGIM India Retirement Fund - Direct Plan - IDCW Payout Option,,INF663L01Y79,
Mutual Fund,,PGIM India Retirement Fund - Regular Plan - Growth Option,,INF663L01Y46,
Mutual Fund,,PGIM India Retirement Fund - Regular Plan - IDCW Payout Option,,INF663L01Y53,
Mutual Fund,,PGIM India Small Cap Fund - Direct Plan - IDCW Option,,INF663L01W14,INF663L01W22
Mutual Fund,,PGIM India Small Cap Fund - Direct Plan- Growth Option,,INF663L01W06,
Mutual Fund,,PGIM India Small Cap Fund - Regular Plan - Growth Option,,INF663L01W30,
Mutual Fund,,PGIM India Small Cap Fund - Regular Plan - IDCW Option,,INF663L01W48,INF663L01W55
Mutual Fund,,PGIM India Ultra Short Duration Fund - Daily Dividend,,INF223J01FH4,
Mutual Fund,,PGIM India Ultra Short Duration Fund - Direct Plan - Growth,,INF223J01QO7,
Mutual Fund,,PGIM India Ultra Short Duration Fund - Direct Plan - Monthly Dividend,,INF223J01QP4,
Mutual Fund,,PGIM India Ultra Short Duration Fund - Direct Plan - Weekly Dividend,,INF223J01QR0,INF223J01QS8
Mutual Fund,,PGIM India Ultra Short Duration Fund - Growth,,INF223J01FK8,
Mutual Fund,,PGIM India Ultra Short Duration Fund - Monthly Dividend,,INF223J01FL6,INF223J01FM4
Mutual Fund,,PGIM India Ultra Short Duration Fund - Regular Plan - Daily Dividend,,INF223J01FW3,
Mutual Fund,,PGIM India Ultra Short Duration Fund - Regular Plan - Growth,,INF223J01FX1,
Mutual Fund,,PGIM India Ultra Short Duration Fund - Regular Plan - Monthly Dividend,,INF223J01FY9,INF223J01FZ6
Mutual Fund,,PGIM India Ultra Short Duration Fund - Regular Plan - Weekly Dividend,,INF223J01GC3,
Mutual Fund,,PGIM India Ultra Short Duration Fund - Weekly Dividend,,INF223J01FO0,INF223J01FP7
Mutual Fund,,PGIM India Ultra Short Term Fund - Annual Bonus,,INF223J01XH7,
Mutual Fund,,PGIM India Ultra Short Term Fund - Annual Dividend,,INF223J01JJ2,
Mutual Fund,,PGIM India Ultra Short Term Fund - Bonus,,INF223J01FN2,
Mutual Fund,,PGIM India Ultra Short Term Fund - Direct Plan - Annual Bonus,,INF223J01XI5,
Mutual Fund,,PGIM India Ultra Short Term Fund - Direct Plan - Annual Dividend,,INF223J01QI9,INF223J01QJ7
Mutual Fund,,PGIM India Ultra Short Term Fund - Direct Plan - Bonus,,INF223J01QK5,
Mutual Fund,,PGIM India Ultra Short Term Fund - Direct Plan - Dividend,,INF223J01QM1,INF223J01QN9
Mutual Fund,,PGIM India Ultra Short Term Fund - Direct Plan - Monthly Bonus,,INF223J01VK5,
Mutual Fund,,PGIM India Ultra Short Term Fund - Direct Plan - Quarterly Dividend,,INF223J01QT6,INF223J01QU4
Mutual Fund,,PGIM India Ultra Short Term Fund - Dividend,,INF223J01FI2,INF223J01FJ0
Mutual Fund,,PGIM India Ultra Short Term Fund - Monthly Bonus,,INF223J01VJ7,
Mutual Fund,,PGIM India Ultra Short Term Fund - Quarterly Dividend,,INF223J01JH6,
Mutual Fund,,PGIM India Ultra Short Term Fund - Regular Plan - Bonus,,INF223J01GA7,
Mutual Fund,,Parag Parikh Arbitrage Fund - Direct Plan Growth,,INF879O01225,
Mutual Fund,,Parag Parikh Arbitrage Fund - Regular Plan Growth,,INF879O01217,
Mutual Fund,,Parag Parikh Conservative Hybrid Fund - Direct Plan - Growth,,INF879O01175,
Mutual Fund,,Parag Parikh Conservative Hybrid Fund - Direct Plan - Monthly IDCW,,INF879O01167,INF879O01159
Mutual Fund,,Parag Parikh Conservative Hybrid Fund - Regular Plan - Growth,,INF879O01209,
Mutual Fund,,Parag Parikh Conservative Hybrid Fund - Regular Plan - Monthly IDCW,,INF879O01191,INF879O01183
Mutual Fund,,Parag Parikh Dynamic Asset Allocation Fund - Direct Plan Growth,,INF879O01266,
Mutual Fund,,Parag Parikh Dynamic Asset Allocation Fund - Regular Plan Growth,,INF879O01233,
Mutual Fund,,Parag Parikh ELSS Tax Saver Fund- Direct Growth,,INF879O01100,
Mutual Fund,,Parag Parikh ELSS Tax Saver Fund- Regular Growth,,INF879O01092,
Mutual Fund,,Parag Parikh Flexi Cap Fund - Direct Plan - Growth,,INF879O01027,
Mutual Fund,,Parag Parikh Flexi Cap Fund - Regular Plan - Growth,,INF879O01019,
Mutual Fund,,Parag Parikh Liquid Fund- Direct Plan- Growth,,INF879O01068,
Mutual Fund,,Parag Parikh Liquid Fund- Direct Plan- Monthly IDCW,,INF879O01076,INF879O01084
Mutual Fund,,Parag Parikh Liquid Fund- Regular Plan- Growth,,INF879O01035,
Mutual Fund,,Parag Parikh Liquid Fund- Regular Plan- Monthly IDCW,,INF879O01043,INF879O01050
Mutual Fund,,QUANTUM ESG BEST IN CLASS STRATEGY FUND - DIRECT PLAN - GROWTH OPTION,,INF082J01382,
Mutual Fund,,QUANTUM ESG BEST IN CLASS STRATEGY FUND - REGULAR PLAN - GROWTH OPTION,,INF082J01390,
Mutual Fund,,QUANTUM SMALL CAP FUND - DIRECT PLAN GROWTH OPTION,,INF082J01432,
Mutual Fund,,QUANTUM SMALL CAP FUND - REGULAR PLAN GROWTH OPTION,,INF082J01440,
Mutual Fund,,Quant Value Fund - Growth Option - Regular Plan,,INF966L01AQ6,
Mutual Fund,,Quant Value Fund - Growth Option- Direct Plan,,INF966L01AN3,
Mutual Fund,,Quant Value Fund - IDCW Option - Direct Plan,,INF966L01AO1,INF966L01AP8
Mutual Fund,,Quant Value Fund - IDCW Option- Regular Plan,,INF966L01AR4,INF966L01AS2
Mutual Fund,,Quantum Dynamic Bond Fund - Direct Plan Growth Option,,INF082J01176,
Mutual Fund,,Quantum Dynamic Bond Fund - Direct Plan Monthly IDCW,,INF082J01184,INF082J01192
Mutual Fund,,Quantum Dynamic Bond Fund - Regular Plan Growth Option,,INF082J01218,
Mutual Fund,,Quantum Dynamic Bond Fund - Regular Plan Monthly IDCW,,INF082J01226,INF082J01234
Mutual Fund,,Quantum ELSS Tax Saver Fund - Direct Plan Growth Option,,INF082J01069,
Mutual Fund,,Quantum ELSS Tax Saver Fund - Direct Plan IDCW,,INF082J01077,INF082J01085
Mutual Fund,,Quantum ELSS Tax Saver Fund - Regular Plan Growth Option,,INF082J01366,
Mutual Fund,,Quantum ELSS Tax Saver Fund - Regular Plan IDCW,,INF082J01374,
Mutual Fund,,Quantum Equity Fund Of Funds - Direct Plan IDCW,,INF082J01101,INF082J01119
Mutual Fund,,Quantum Equity Fund Of Funds - Regular Plan IDCW,,INF082J01283,INF082J01291
Mutual Fund,,Quantum Equity Fund of Funds - Direct Plan Growth Option,,INF082J01093,
Mutual Fund,,Quantum Equity Fund of Funds - Regular Plan Growth Option,,INF082J01275,
Mutual Fund,,Quantum Gold Fund,,INF082J01408,
Mutual Fund,,Quantum Gold Savings Fund - Direct Plan Growth Option,,INF082J01150,
Mutual Fund,,Quantum Gold Savings Fund - Regular Plan Growth Option,,INF082J01358,
Mutual Fund,,Quantum Liquid Fund - Direct Plan Growth Option,,INF082J01127,
Mutual Fund,,Quantum Liquid Fund - Direct Plan Monthly IDCW,,INF082J01143,INF082J01200
Mutual Fund,,Quantum Liquid Fund - Regular Plan Growth Option,,INF082J01309,
Mutual Fund,,Quantum Liquid Fund - Regular Plan Monthly IDCW,,INF082J01325,INF082J01333
Mutual Fund,,Quantum Long Term Equity Value Fund - Direct Plan Growth Option,,INF082J01036,
Mutual Fund,,Quantum Long Term Equity Value Fund - Direct Plan IDCW,,INF082J01044,INF082J01051
Mutual Fund,,Quantum Long Term Equity Value Fund - Regular Plan Growth Option,,INF082J01242,
Mutual Fund,,Quantum Long Term Equity Value Fund - Regular Plan IDCW,,INF082J01259,INF082J01267
Mutual Fund,,Quantum Multi Asset Allocation Fund - Direct Plan Growth Option,,INF082J01457,
Mutual Fund,,Quantum Multi Asset Allocation Fund - Regular Plan Growth Option,,INF082J01465,
Mutual Fund,,Quantum Multi Asset Fund of Funds - Direct Plan Growth Option,,INF082J01168,
Mutual Fund,,Quantum Multi Asset Fund of Funds - Regular Plan Growth Option,,INF082J01341,
Mutual Fund,,Quantum Nifty 50 ETF,,INF082J01028,
Mutual Fund,,Quantum Nifty 50 ETF Fund of Fund - Direct Plan - Growth,,INF082J01416,
Mutual Fund,,Quantum Nifty 50 ETF Fund of Fund - Regular Plan - Growth,,INF082J01424,
Mutual Fund,,Reliance Capital Builder Fund II - Series B - Direct Plan - Dividend Payout Option,,INF204KA1ZJ4,
Mutual Fund,,Reliance Capital Builder Fund II - Series B - Direct Plan - Growth Option,,INF204KA1ZI6,
Mutual Fund,,Reliance Capital Builder Fund II - Series B - Dividend Payout Option,,INF204KA1ZH8,
Mutual Fund,,Reliance Capital Builder Fund II - Series B - Growth Option,,INF204KA1ZG0,
Mutual Fund,,Reliance Capital Builder Fund II - Series C - Direct Plan - Dividend Payout Option,,INF204KA1F86,
Mutual Fund,,Reliance Capital Builder Fund II - Series C - Direct Plan - Growth Option,,INF204KA1F78,
Mutual Fund,,Reliance Capital Builder Fund II - Series C - Dividend Payout Option,,INF204KA1F60,
Mutual Fund,,Reliance Capital Builder Fund II - Series C - Growth Option,,INF204KA1F52,
Mutual Fund,,Reliance Capital Builder Fund II- Series A- Direct Plan-Dividend Payout Option,,INF204KA1YL3,
Mutual Fund,,Reliance Capital Builder Fund II- Series A- Direct Plan-Growth Option,,INF204KA1YK5,
Mutual Fund,,Reliance Capital Builder Fund II- Series A- Dividend Payout Option,,INF204KA1YJ7,
Mutual Fund,,Reliance Capital Builder Fund II- Series A- Growth Option,,INF204KA1YI9,
Mutual Fund,,Reliance Capital Builder Fund III - Series A - Direct Plan - Dividend Payout Option,,INF204KA16D0,
Mutual Fund,,Reliance Capital Builder Fund III - Series A - Direct Plan - Growth Option,,INF204KA15D2,
Mutual Fund,,Reliance Capital Builder Fund III - Series A - Dividend Payout Option,,INF204KA14D5,
Mutual Fund,,Reliance Capital Builder Fund III - Series A - Growth Option,,INF204KA13D7,
Mutual Fund,,Reliance Capital Builder Fund- Series A- Direct Plan- Dividend Payout Opotion,,INF204KA1RY0,
Mutual Fund,,Reliance Capital Builder Fund- Series A- Direct Plan- Growth Option,,INF204KA1RX2,
Mutual Fund,,Reliance Capital Builder Fund- Series A- Dividend Payout Option,,INF204KA1RW4,
Mutual Fund,,Reliance Capital Builder Fund- Series A- Growth Option,,INF204KA1RV6,
Mutual Fund,,Reliance Capital Builder Fund- Series B- Direct Plan- Dividend Payout Option,,INF204KA1SW2,
Mutual Fund,,Reliance Capital Builder Fund- Series B- Direct Plan- Growth Opiton,,INF204KA1SV4,
Mutual Fund,,Reliance Capital Builder Fund- Series B- Dividend Payout Option,,INF204KA1SU6,
Mutual Fund,,Reliance Capital Builder Fund- Series B- Growth Option,,INF204KA1ST8,
Mutual Fund,,Reliance Capital Builder Fund- Series C- Direct Plan- Dividend Payout Option,,INF204KA1UE6,
Mutual Fund,,Reliance Capital Builder Fund- Series C- Direct Plan- Growth Option,,INF204KA1UD8,
Mutual Fund,,Reliance Capital Builder Fund- Series C- Dividend Payout Option,,INF204KA1UC0,
Mutual Fund,,Reliance Capital Builder Fund- Series C- Growth Option,,INF204KA1UB2,
Mutual Fund,,Reliance Close Ended Equity Fund - Series A - Direct Plan - Dividend Payout Option,,INF204K018R7,
Mutual Fund,,Reliance Close Ended Equity Fund - Series A - Direct Plan - Growth Option,,INF204K017R9,
Mutual Fund,,Reliance Close Ended Equity Fund - Series A - Dividend Payout Option,,INF204K016R1,
Mutual Fund,,Reliance Close Ended Equity Fund - Series A - Growth Option,,INF204K015R3,
Mutual Fund,,Reliance Close Ended Equity Fund - Series B - Direct Plan - Dividend Payout Option,,INF204K012S8,
Mutual Fund,,Reliance Close Ended Equity Fund - Series B - Direct Plan - Growth Option,,INF204K011S0,
Mutual Fund,,Reliance Close Ended Equity Fund - Series B - Dividend Payout Option,,INF204K010S2,
Mutual Fund,,Reliance Close Ended Equity Fund - Series B - Growth Option,,INF204K019R5,
Mutual Fund,,Reliance Close Ended Equity Fund II- Series A- Direct Plan- Dividend Payout Option,,INF204KA1OW1,
Mutual Fund,,Reliance Close Ended Equity Fund II- Series A- Direct Plan- Growth Option,,INF204KA1OV3,
Mutual Fund,,Reliance Close Ended Equity Fund II- Series A- Dividend Payout Option,,INF204KA1OU5,
Mutual Fund,,Reliance Close Ended Equity Fund II- Series A- Growth Option,,INF204KA1OT7,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund - II - Plan A - Dividend Payout Option,,INF204KA1H68,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund - II - Plan A - Growth Option,,INF204KA1H50,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund II - Plan B - Dividend Payout Option,,INF204K01RS4,-
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund II - Plan C - Dividend Payout Option,,INF204KA1X68,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund II - Plan C - Growth Option,,INF204KA1X50,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund II - Plan D - Dividend Payout Option,,INF204K01RW6,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund II - Plan D - Growth Option,,INF204K01RV8,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund II - Plan E - Dividend Payout Option,,INF204K01RY2,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund II - Plan E - Growth Option,,INF204K01RX4,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund II - Plan G - Dividend Payout Option,,INF204K01SC6,-
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund II - Plan G - Growth Option,,INF204K01SB8,-
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund II - Plan H - Dividend Payout Option,,INF204K01SE2,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund II - Plan H - Growth Option,,INF204K01SD4,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund III - Plan A - Direct Plan - Dividend Payout Option,,INF204K01M96,-
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund III - Plan A - Direct Plan - Growth Option,,INF204K01M88,-
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund III - Plan A - Dividend Payout Option,,INF204K01M70,-
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund III - Plan A - Growth Option,,INF204K01M62,-
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund III - Plan B - Direct Plan - Dividend Payout Option,,INF204K01N38,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund III - Plan B - Direct Plan - Growth Option,,INF204K01N20,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund III - Plan B - Dividend Payout Option,,INF204K01N12,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund III - Plan B - Growth Option,,INF204K01N04,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund III - Plan C - Direct Plan - Dividend Option,,INF204K01N79,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund III - Plan C - Dividend Option,,INF204K01N53,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund III - Plan C - Growth Option,,INF204K01N46,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund III - Plan D - Direct Plan - Dividend Payout Option,,INF204K01O11,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund III - Plan D - Direct Plan - Growth Option,,INF204K01O03,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund III - Plan D - Dividend Payout Option,,INF204K01N95,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund III - Plan D - Growth Option,,INF204K01N87,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund III -Plan C- Direct Plan - Growth Option,,INF204K01N61,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund IV - Plan A - Direct Plan -Growth Option,,INF204KA1669,
Mutual Fund,,Reliance Dual Advantage Fixed Tenure Fund IV - Plan A - Direct Plan- Dividend Payout option,,INF204KA1677,
