,high_amount,moving_avg,forcast
2021-08-31,30356.300000000003,20384.767115384613,
2021-09-01,29966.739999999998,20683.042115384615,
2021-09-02,29713.31,20972.83846153846,
2021-09-03,29512.090000000004,21241.19326923077,
2021-09-04,29512.090000000004,21508.34153846154,
2021-09-05,29512.090000000004,21766.278846153848,
2021-09-06,29809.07,22023.711346153847,
2021-09-07,31545.29,22314.532692307697,
2021-09-08,27262.43,22522.991346153845,
2021-09-09,27197.2,22723.46076923077,
2021-09-10,27197.2,22924.53615384615,
2021-09-11,27197.2,23125.61153846154,
2021-09-12,27197.2,23315.975384615384,
2021-09-13,28202.1,23524.991730769227,
2021-09-14,28614.11,23741.931346153844,
2021-09-15,28411.75,23954.979423076922,
2021-09-16,28392.47,24170.163653846153,
2021-09-17,28338.75,24386.050000000003,
2021-09-18,28338.75,24605.105,
2021-09-19,28338.75,24829.03057692308,
2021-09-20,27953.42,25051.412307692306,
2021-09-21,29379.050000000003,25301.21,
2021-09-22,29229.61,25548.13384615385,
2021-09-23,29431.75,25796.483269230772,
2021-09-24,29583.190000000002,26051.115384615383,
2021-09-25,29583.190000000002,26302.449038461535,
2021-09-26,29583.190000000002,26537.23576923077,
2021-09-27,29226.21,26765.036346153847,
2021-09-28,29089.800000000003,26990.213653846153,
2021-09-29,28897.34,27211.68980769231,
2021-09-30,28897.5,27435.440192307695,
2021-10-01,28762.23,27661.985384615386,
2021-10-02,28762.23,27897.005,
2021-10-03,28762.23,28129.83653846154,
2021-10-04,32087.88,28424.638461538467,
2021-10-05,32359.28,28724.659615384615,
2021-10-06,32917.0,29035.406153846157,
2021-10-07,33192.38,29355.885192307695,
2021-10-08,34029.69,29495.412307692306,
2021-10-09,34029.69,29639.225769230772,
2021-10-10,34029.69,29783.03923076923,
2021-10-11,34414.95,29844.62346153846,
2021-10-12,34147.71,29901.068461538463,
2021-10-13,34539.76,29965.052884615383,
2021-10-14,34476.69,30030.02269230769,
2021-10-15,34476.69,30104.784423076922,
2021-10-16,34476.69,30183.435,
2021-10-17,34476.69,30272.43173076923,
2021-10-18,34444.81,30368.162884615384,
2021-10-19,34230.59,30459.774423076928,
2021-10-20,33575.619999999995,30538.790384615386,
2021-10-21,33531.57,30599.869423076925,
2021-10-22,33263.29,30655.77307692308,
2021-10-23,33263.29,30719.16826923077,
2021-10-24,33263.29,30787.437115384615,
2021-10-25,32808.74,30850.83423076923,
2021-10-26,32912.63,30916.229230769233,
2021-10-27,32950.62,30982.354807692307,
2021-10-28,32490.510000000002,31033.92096153846,
2021-10-29,32119.890000000003,31044.97096153846,
2021-10-30,32119.890000000003,31138.383653846155,
2021-10-31,32119.890000000003,31233.050769230773,
2021-11-01,32257.61,31330.366346153845,
2021-11-02,32830.31,31438.695384615385,
2021-11-03,32518.85,31541.034807692307,
2021-11-04,32593.070000000003,31625.47653846154,
2021-11-05,32593.070000000003,31701.995,
2021-11-06,32593.070000000003,31782.405000000002,
2021-11-07,32593.070000000003,31863.18576923077,
2021-11-08,32931.55,31951.508846153847,
2021-11-09,32813.6,32037.563653846155,
2021-11-10,32543.809999999998,32118.430192307693,
2021-11-11,35262.590000000004,32258.991153846153,
2021-11-12,35289.11,32372.646153846155,
2021-11-13,35289.11,32489.174999999996,
2021-11-14,35289.11,32601.81653846154,
2021-11-15,35297.8,32711.712884615386,
2021-11-16,35389.31,32823.36903846154,
2021-11-17,35119.95,32929.845192307694,
2021-11-18,35037.369999999995,33041.598269230766,
2021-11-19,35037.369999999995,33155.97461538462,
2021-11-20,35037.369999999995,33274.05211538461,
2021-11-21,35037.369999999995,33392.12653846154,
2021-11-22,34029.33,33493.41692307692,
2021-11-23,33794.36,33590.188653846155,
2021-11-24,33865.71,33688.332500000004,
2021-11-25,33740.119999999995,33720.10634615384,
2021-11-26,33136.87,33735.06,
2021-11-27,33136.87,33739.28826923077,
2021-11-28,33136.87,33738.22076923077,
2021-11-29,32707.2,33712.78826923077,
2021-11-30,32706.76,33687.347307692304,
2021-12-01,32547.510000000002,33658.843846153846,
2021-12-02,32835.22,33628.464423076926,
2021-12-03,32965.86,33605.73653846154,
2021-12-04,32965.86,33575.46923076923,
2021-12-05,32965.86,33546.41480769231,
2021-12-06,32661.629999999997,33511.50980769231,
2021-12-07,32675.17,33476.86519230769,
2021-12-08,32892.47,33446.399423076924,
2021-12-09,33351.65,33425.37711538462,
2021-12-10,33721.22,33415.58153846154,
2021-12-11,33721.22,33418.38153846154,
2021-12-12,33721.22,33422.02865384615,
2021-12-13,33719.83,33430.80826923077,
2021-12-14,33016.32,33426.05884615385,
2021-12-15,32934.630000000005,33419.738461538465,
2021-12-16,32975.700000000004,33422.949230769234,
2021-12-17,32480.43,33414.63769230769,
2021-12-18,32480.43,33405.59557692308,
2021-12-19,32480.43,33405.401730769234,
2021-12-20,31666.84,33396.68923076923,
2021-12-21,31470.7,33384.20480769231,
2021-12-22,31607.340000000004,33374.348076923074,
2021-12-23,31815.58,33365.8475,
2021-12-24,31706.8,33344.24153846154,
2021-12-25,31706.8,33328.62519230769,
2021-12-26,31706.8,33311.58153846154,
2021-12-27,31426.67,33289.15076923077,
2021-12-28,31690.47,33271.79307692307,
2021-12-29,32144.4,33263.1648076923,
2021-12-30,31951.309999999998,33244.31403846154,
2021-12-31,31950.75,33227.72076923077,
2022-01-01,31950.75,33216.315769230765,
2022-01-02,31950.75,33152.62653846154,
2022-01-03,32382.02,33096.72096153846,
2022-01-04,32555.129999999997,33044.14442307693,
2022-01-05,32368.45,32987.977884615386,
2022-01-06,32114.149999999998,32926.75384615384,
2022-01-07,37798.850000000006,32973.09115384615,
2022-01-08,37798.850000000006,33024.60846153846,
2022-01-09,37798.850000000006,33077.71384615385,
2022-01-10,38059.36,33135.82903846154,
2022-01-11,38087.45,33194.48442307692,
2022-01-12,38629.619999999995,33263.56615384615,
2022-01-13,38708.36,33353.5475,
2022-01-14,38790.14,33449.620192307695,
2022-01-15,38790.14,33544.32076923077,
2022-01-16,38790.14,33641.43653846154,
2022-01-17,39112.75,33756.357307692306,
2022-01-18,38841.89,33866.06923076923,
2022-01-19,38366.93,33966.647307692314,
2022-01-20,38432.82,34076.75538461538,
2022-01-21,37963.73,34177.85096153847,
2022-01-22,37963.73,34282.00903846154,
2022-01-23,37963.73,34380.63423076923,
2022-01-24,37266.18,34463.3326923077,
2022-01-25,37075.63,34542.36673076923,
2022-01-26,37075.63,34621.40076923077,
2022-01-27,36418.740000000005,34693.65288461538,
2022-01-28,36355.46,34764.42769230769,
2022-01-29,36355.46,34831.023653846154,
2022-01-30,36355.46,34888.78923076923,
2022-01-31,36355.74,34939.45307692308,
2022-02-01,37242.049999999996,35007.16134615384,
2022-02-02,37404.91,35078.00153846154,
2022-02-03,46886.58,35331.20826923077,
2022-02-04,46822.85,35596.71846153846,
2022-02-05,46822.85,35863.79961538462,
2022-02-06,46822.85,36130.09096153846,
2022-02-07,46340.83,36396.63711538462,
2022-02-08,51254.58,36757.67846153846,
2022-02-09,50858.369999999995,37111.10038461538,
2022-02-10,51162.93,37486.02519230769,
2022-02-11,50714.64,37856.10096153846,
2022-02-12,50714.64,38223.54903846154,
2022-02-13,50714.64,38586.9925,
2022-02-14,48700.09,38913.786538461536,
2022-02-15,49611.36,39258.104999999996,
2022-02-16,49936.11,39608.66865384615,
2022-02-17,49745.0,39960.94423076923,
2022-02-18,49034.22,40294.477884615386,
2022-02-19,49034.22,40619.282115384616,
2022-02-20,49034.22,40947.79961538462,
2022-02-21,48465.93,41265.39923076924,
2022-02-22,47647.86,41567.26673076923,
2022-02-23,47594.86,41868.115,
2022-02-24,45242.51,42115.43211538462,
2022-02-25,46175.68,42377.36576923077,
2022-02-26,46175.68,42642.88942307692,
2022-02-27,46175.68,42913.30346153846,
2022-02-28,46175.08,43074.3848076923,
2022-03-01,46175.08,43235.46615384615,
2022-03-02,46283.14,43398.625576923085,
2022-03-03,46674.350000000006,43564.29846153846,
2022-03-04,46202.990000000005,43720.36653846154,
2022-03-05,46202.990000000005,43866.00826923077,
2022-03-06,46202.990000000005,44010.13576923077,
2022-03-07,44671.2,44123.233076923076,
2022-03-08,44832.06,44239.42384615385,
2022-03-09,45398.53,44366.50826923076,
2022-03-10,46513.04,44508.82153846153,
2022-03-11,46291.48,44652.08288461539,
2022-03-12,46291.48,44804.47807692307,
2022-03-13,46291.48,44955.60615384615,
2022-03-14,46427.920000000006,45118.379038461535,
2022-03-15,46058.39,45274.045576923076,
2022-03-16,46466.7,45437.56423076924,
2022-03-17,47399.270000000004,45632.43134615385,
2022-03-18,47399.270000000004,45830.962884615394,
2022-03-19,47399.270000000004,46029.49442307693,
2022-03-20,47399.270000000004,46240.65846153846,
2022-03-21,47010.33,46445.559807692305,
2022-03-22,47149.67,46653.14076923078,
2022-03-23,47536.630000000005,46868.163269230776,
2022-03-24,47494.75,47082.375,
2022-03-25,47644.94,47282.43057692308,
2022-03-26,47644.94,47479.354230769226,
2022-03-27,47644.94,47493.93807692307,
2022-03-28,47464.31,47506.273846153854,
2022-03-29,47194.97,47513.43000000001,
2022-03-30,47460.1,47525.684807692305,
2022-03-31,47458.1,47547.17076923077,
2022-04-01,49448.82,47512.444615384615,
2022-04-02,49448.82,47485.33788461538,
2022-04-03,49448.82,47452.37423076923,
2022-04-04,60331.78,47637.31923076923,
2022-04-05,61502.17,47844.77173076923,
2022-04-06,62942.5,48079.922884615386,
2022-04-07,62887.31,48352.754038461535,
2022-04-08,61411.25,48579.675,
2022-04-09,61411.25,48800.350769230776,
2022-04-10,61411.25,49024.70173076924,
2022-04-11,61605.21,49266.45153846154,
2022-04-12,60620.840000000004,49489.27115384616,
2022-04-13,61017.31,49719.71519230769,
2022-04-14,61017.31,49961.08788461538,
2022-04-15,61017.31,50218.19269230769,
2022-04-16,61017.31,50476.316730769235,
2022-04-17,61017.31,50779.67826923077,
2022-04-18,57910.08,51005.339807692304,
2022-04-19,57732.07,51227.57807692308,
2022-04-20,57636.83,51447.984807692315,
2022-04-21,58499.130000000005,51684.98576923077,
2022-04-22,58031.33,51912.99057692308,
2022-04-23,58031.33,52138.91730769231,
2022-04-24,58031.33,52357.32076923076,
2022-04-25,74632.76,52904.047115384616,
2022-04-26,75674.67,53470.81019230769,
2022-04-27,75789.88,54039.788846153846,
2022-04-28,75705.73000000001,54636.60673076923,
2022-04-29,75586.45999999999,55228.03749999999,
2022-04-30,75586.45999999999,55808.57461538461,
2022-05-01,75586.45999999999,56367.67884615385,
2022-05-02,74446.1,56909.11384615384,
2022-05-03,74446.1,57450.54884615385,
2022-05-04,74320.09,57989.56057692308,
2022-05-05,73507.15,58510.31500000001,
2022-05-06,72221.20999999999,59013.446153846155,
2022-05-07,72221.20999999999,59508.72519230769,
2022-05-08,72221.20999999999,59986.07019230769,
2022-05-09,71035.99,60440.62249999999,
2022-05-10,70644.62,60887.648461538454,
2022-05-11,69336.83,61309.52461538461,
2022-05-12,67712.36,61707.64057692308,
2022-05-13,68477.07,62117.782884615386,
2022-05-14,68477.07,62520.48365384615,
2022-05-15,68477.07,62923.989807692305,
2022-05-16,67832.55,63312.21307692308,
2022-05-17,69744.59,63737.20634615385,
2022-05-18,70318.44,64173.23519230769,
2022-05-19,68073.34,64569.5626923077,
2022-05-20,69866.35,65005.550769230766,
2022-05-21,69866.35,65436.440192307695,
2022-05-22,69866.35,65867.36807692309,
2022-05-23,70284.26000000001,66268.04961538462,
2022-05-24,69637.6,66656.29538461538,
2022-05-25,68776.81,67027.9875,
2022-05-26,67781.62,67171.25365384616,
2022-05-27,68508.89,67305.99826923077,
2022-05-28,68508.89,67413.04423076923,
2022-05-29,68508.89,67521.15153846153,
2022-05-30,70062.4,67687.5198076923,
2022-05-31,70070.32,67854.0403846154,
2022-06-01,70467.48999999999,68028.19884615384,
2022-06-02,70611.01999999999,68201.3875,
2022-06-03,70785.86,68396.86865384615,
2022-06-04,70785.86,68584.72538461539,
2022-06-05,70785.86,68772.58211538462,
2022-06-06,69855.14,68942.5403846154,
2022-06-07,69716.36,69109.82980769231,
2022-06-08,69722.31,69277.23365384615,
2022-06-09,69991.0,69509.55903846155,
2022-06-10,69160.98,69729.34576923077,
2022-06-11,69160.98,69950.96403846153,
2022-06-12,69160.98,70155.99961538462,
2022-06-13,67219.23000000001,70332.69,
2022-06-14,67000.36,70505.17134615385,
2022-06-15,66907.11,70675.85942307694,
2022-06-16,66808.61,70525.395,
2022-06-17,64504.66,70310.58711538462,
2022-06-18,64504.66,70093.56365384615,
2022-06-19,64504.66,69878.15846153846,
2022-06-20,63878.04,69652.99653846155,
2022-06-21,64475.59,69439.32596153846,
2022-06-22,63852.69,69213.67653846153,
2022-06-23,64607.16,69024.46615384615,
2022-06-24,65370.58,68849.93692307692,
2022-06-25,65370.58,68677.83096153846,
2022-06-26,65370.58,68521.35846153846,
2022-06-27,66047.32,68402.62980769231,
2022-06-28,65787.01999999999,68278.89538461539,
2022-06-29,65645.35,68152.43653846154,
2022-06-30,65628.79000000001,68048.45192307692,
2022-07-01,65515.72,67949.81923076924,
2022-07-02,65515.72,67876.33634615385,
2022-07-03,65515.72,67834.09326923077,
2022-07-04,66479.67,67795.68173076923,
2022-07-05,66861.86,67764.62000000001,
2022-07-06,67317.63,67742.32307692309,
2022-07-07,68793.51999999999,67760.80326923078,
2022-07-08,69845.58,67762.7453846154,
2022-07-09,69845.58,67753.65192307693,
2022-07-10,69845.58,67787.73346153846,
2022-07-11,70050.98999999999,67791.28423076923,
2022-07-12,69916.91,67792.25653846154,
2022-07-13,69678.05,67788.63538461538,
2022-07-14,69371.95,67771.09096153847,
2022-07-15,69768.72,67773.6125,
2022-07-16,69768.72,67792.68769230769,
2022-07-17,69768.72,67830.90115384615,
2022-07-18,70870.17,67876.31038461538,
2022-07-19,71183.0,67927.73557692308,
2022-07-20,71850.29000000001,67991.99326923076,
2022-07-21,71946.28,68028.22173076923,
2022-07-22,72710.07,68078.98615384616,
2022-07-23,72710.07,68122.1126923077,
2022-07-24,72710.07,68162.47903846155,
2022-07-25,72350.86,68192.57519230769,
2022-07-26,71904.03,68214.07846153846,
2022-07-27,71629.58,68230.30384615384,
2022-07-28,71991.84,68271.39423076923,
2022-07-29,72906.13,68332.73596153846,
2022-07-30,72906.13,68393.96326923076,
2022-07-31,72906.13,68450.02346153845,
2022-08-01,74755.73999999999,68557.615,
2022-08-02,75060.73000000001,68671.07173076922,
2022-08-03,75162.28,68786.48134615386,
2022-08-04,75325.91,68942.37903846154,
2022-08-05,75580.9,69107.38942307692,
2022-08-06,75580.9,69274.19307692308,
2022-08-07,75580.9,69442.89096153846,
2022-08-08,76035.34,69664.6348076923,
2022-08-09,76035.34,69886.37865384616,
2022-08-10,75749.8,70102.63134615385,
2022-08-11,75869.33,70333.23307692308,
2022-08-12,76126.56999999999,70557.2903846154,
2022-08-13,76126.56999999999,70793.32653846154,
2022-08-14,76126.56999999999,71014.85365384616,
2022-08-15,76126.56999999999,71221.69961538461,
2022-08-16,77363.84,71452.33923076923,
2022-08-17,77898.51999999999,71693.26115384615,
2022-08-18,77869.36,71920.60807692308,
2022-08-19,79079.77,72176.23788461539,
2022-08-20,79079.77,72434.59211538461,
2022-08-21,79079.77,72693.2648076923,
2022-08-22,77470.75,72923.16923076923,
2022-08-23,80134.29000000001,73204.29557692308,
2022-08-24,79807.97,73479.14653846154,
2022-08-25,79979.57,73738.76,
2022-08-26,82618.67,74041.77557692307,
2022-08-27,82618.67,74336.02634615384,
2022-08-28,82618.67,74601.89461538462,
2022-08-29,81472.08,74825.48115384615,
2022-08-30,83157.32,75081.47615384616,
2022-08-31,83157.32,75337.47115384616,
2022-09-01,82597.5,75578.75019230769,
2022-09-02,82562.27,75821.93019230769,
2022-09-03,82562.27,76069.70365384615,
2022-09-04,82562.27,76323.36365384614,
2022-09-05,88943.45,76692.10846153846,
2022-09-06,88891.79000000001,77059.85980769231,
2022-09-07,89188.01999999999,77433.3078846154,
2022-09-08,90013.51999999999,77801.44923076924,
2022-09-09,90387.16,78170.76,
2022-09-10,90387.16,78527.23826923077,
2022-09-11,90387.16,78881.87057692307,
2022-09-12,91052.33,79234.60634615386,
2022-09-13,91861.55,79602.90403846154,
2022-09-14,91519.98999999999,79964.63326923076,
2022-09-15,91891.92,80340.42288461539,
2022-09-16,90731.68,80702.49307692307,
2022-09-17,90731.68,81069.84115384615,
2022-09-18,90731.68,81430.2226923077,
2022-09-19,90208.9,81762.96826923077,
2022-09-20,81070.19,81919.96942307692,
2022-09-21,80271.26000000001,82061.60653846154,
2022-09-22,79651.08,82155.74769230769,
2022-09-23,78900.04000000001,82229.58057692306,
2022-09-24,78900.04000000001,82301.46057692308,
2022-09-25,78900.04000000001,82370.19384615385,
2022-09-26,76574.95000000001,82389.31019230769,
2022-09-27,75821.8,82393.94288461539,
2022-09-28,75575.28,82393.83480769231,
2022-09-29,76113.64,82395.34057692307,
2022-09-30,76110.76,82396.79096153846,
2022-10-01,76110.76,82403.73250000001,
2022-10-02,76110.76,82408.3753846154,
2022-10-03,75760.87,82401.34269230769,
2022-10-04,76803.18,82414.35442307692,
2022-10-05,76803.18,82427.36615384616,
2022-10-06,77725.1,82458.10711538463,
2022-10-07,77436.89,82459.51192307692,
2022-10-08,77436.89,82450.6344230769,
2022-10-09,77436.89,82442.3176923077,
2022-10-10,77166.09,82405.51615384615,
2022-10-11,77137.95,82368.17346153848,
2022-10-12,76602.38,82320.53134615385,
2022-10-13,76476.63,82301.41365384615,
2022-10-14,77015.45,82241.43596153846,
2022-10-15,77015.45,82187.73365384617,
2022-10-16,77015.45,82130.73134615386,
2022-10-17,76570.87,82014.4275,
2022-10-18,77826.63,81922.27288461538,
2022-10-19,78239.35,81838.0551923077,
2022-10-20,78119.01,81773.57307692307,
2022-10-21,78495.11,81683.91519230769,
2022-10-22,78495.11,81594.2573076923,
2022-10-23,78495.11,81515.3651923077,
2022-10-24,78192.93,81431.33942307693,
2022-10-25,78575.82,81354.67692307693,
2022-10-26,78575.82,81278.01442307692,
2022-10-27,78831.94,81083.56230769231,
2022-10-28,78904.8,80891.50480769231,
2022-10-29,78904.8,80693.75057692308,
2022-10-30,78904.8,80480.12134615384,
2022-10-31,78817.95999999999,80257.63673076924,
2022-11-01,79715.76,80052.4175,
2022-11-02,79728.56,79847.44442307691,
2022-11-03,79360.08,79622.59346153846,
2022-11-04,79807.55,79390.78576923077,
2022-11-05,79807.55,79165.54653846155,
2022-11-06,79807.55,78933.1548076923,
2022-11-07,80828.04000000001,78742.70019230769,
2022-11-08,80828.04000000001,78552.24557692307,
2022-11-09,81884.74,78382.1121153846,
2022-11-10,81120.26999999999,78207.33076923076,
2022-11-11,81958.48,78224.41326923076,
2022-11-12,81958.48,78256.85980769231,
2022-11-13,81958.48,78301.2328846154,
2022-11-14,81714.51,78355.3573076923,
2022-11-15,81422.78,78403.87153846154,
2022-11-16,81865.13,78460.8925,
2022-11-17,80992.53,78545.84596153846,
2022-11-18,80682.75,78639.32576923077,
2022-11-19,80682.75,78737.54634615385,
2022-11-20,80682.75,78825.41384615385,
2022-11-21,80373.4,78907.38769230769,
2022-11-22,80701.44,78995.67,
2022-11-23,81332.12,79096.08076923076,
2022-11-24,81642.01,79209.17961538462,
2022-11-25,81965.6,79308.45692307691,
2022-11-26,81965.6,79407.73423076923,
2022-11-27,81965.6,79489.28230769231,
2022-11-28,82411.09,79584.94,
2022-11-29,82604.81,79684.32307692307,
2022-11-30,82604.94,79783.70865384614,
2022-12-01,83635.79000000001,79908.12596153846,
2022-12-02,82995.41,80020.76942307693,
2022-12-03,82995.41,80143.7123076923,
2022-12-04,82995.41,80269.07346153846,
2022-12-05,90209.58,80522.80673076923,
2022-12-06,90651.36,80785.03576923077,
2022-12-07,90544.65,81045.21269230769,
2022-12-08,90287.89,81309.00153846154,
2022-12-09,90198.81,81546.92807692307,
2022-12-10,90198.81,81776.91769230769,
2022-12-11,90198.81,82009.22153846154,
2022-12-12,89339.77,82217.77269230768,
2022-12-13,90083.9,82440.63403846153,
2022-12-14,90649.88,82674.37961538462,
2022-12-15,90414.45,82909.40884615385,
2022-12-16,89745.61,83124.21250000001,
2022-12-17,89745.61,83339.01615384615,
2022-12-18,89745.61,83548.89442307691,
2022-12-19,89368.06,83750.11096153845,
2022-12-20,89051.81,83945.24576923078,
2022-12-21,88849.61,84136.49211538461,
2022-12-22,87476.79999999999,84303.00826923078,
2022-12-23,85099.49,84406.54153846152,
2022-12-24,85099.49,84509.82865384615,
2022-12-25,85099.49,84620.20192307692,
2022-12-26,85220.55,84724.29807692308,
2022-12-27,86084.11,84845.00115384617,
2022-12-28,86309.38,84970.03634615384,
2022-12-29,85971.82,85068.9551923077,
2022-12-30,86164.53,85171.58,
2022-12-31,86164.53,85253.88365384616,
2023-01-01,86164.53,85350.88865384615,
2023-01-02,86806.45,85444.11884615385,
2023-01-03,87200.87,85544.93403846152,
2023-01-04,86804.02,85638.11750000001,
2023-01-05,86578.09,85731.64788461539,
2023-01-06,86223.63,85823.97192307693,
2023-01-07,86223.63,85907.78923076924,
2023-01-08,86223.63,86008.3873076923,
2023-01-09,87096.06,86131.7201923077,
2023-01-10,86940.0,86252.05192307693,
2023-01-11,86945.34,86372.48634615385,
2023-01-12,86800.23999999999,86496.07942307692,
2023-01-13,86892.61,86615.14038461538,
2023-01-14,86892.61,86722.07288461538,
2023-01-15,86892.61,86823.04596153848,
2023-01-16,87111.26999999999,86922.00115384614,
2023-01-17,87430.97,87027.10442307692,
2023-01-18,87837.29000000001,87140.02153846153,
2023-01-19,88013.13,87247.75307692308,
2023-01-20,88114.84,87353.7151923077,
2023-01-21,88114.84,87459.67480769231,
2023-01-22,88114.84,87545.81038461538,
2023-01-23,88047.69,87642.96961538463,
2023-01-24,88608.94,87750.92211538462,
2023-01-25,88167.91,87850.39326923077,
2023-01-26,88167.91,87811.13038461539,
2023-01-27,87577.92,87752.02576923076,
2023-01-28,87577.92,87694.97326923077,
2023-01-29,87577.92,87642.85846153846,
2023-01-30,87500.5,87590.96788461538,
2023-01-31,87487.3,87538.82346153844,
2023-02-01,87949.78,87495.57288461538,
2023-02-02,85905.19,87429.52326923076,
2023-02-03,86073.12,87352.39288461537,
2023-02-04,86073.12,87264.37826923077,
2023-02-05,86073.12,87180.89115384615,
2023-02-06,86699.36,87122.30942307692,
2023-02-07,88173.85,87092.08326923077,
2023-02-08,88445.95999999999,87067.09,
2023-02-09,88240.97,87045.4151923077,
2023-02-10,89252.31,87049.27096153845,
2023-02-11,89252.31,87057.01519230769,
2023-02-12,89252.31,87091.15961538462,
2023-02-13,89411.5,87174.08288461539,
2023-02-14,89531.32,87259.3103846154,
2023-02-15,90150.06,87356.43673076923,
2023-02-16,90543.73,87458.80557692307,
2023-02-17,90043.72,87534.95192307692,
2023-02-18,90043.72,87606.76615384615,
2023-02-19,90043.72,87685.0719230769,
2023-02-20,89956.84,87758.00096153846,
2023-02-21,89350.97,87819.27865384615,
2023-02-22,87922.61,87853.08788461538,
2023-02-23,87818.22,87872.545,
2023-02-24,87742.26,87882.95634615385,
2023-02-25,87742.26,87900.99942307692,
2023-02-26,87742.26,87923.3873076923,
2023-02-27,86993.55,87938.19346153847,
2023-02-28,87020.55,87953.51884615385,
2023-03-01,87251.27,87973.28115384615,
2023-03-02,87775.45,87986.34634615385,
2023-03-03,89569.82,88036.9198076923,
2023-03-04,89569.82,88087.39057692306,
2023-03-05,89569.82,88140.65173076923,
2023-03-06,90219.73,88204.63480769232,
2023-03-07,90219.73,88268.61788461538,
2023-03-08,90287.45999999999,88333.90346153846,
2023-03-09,90257.08,88394.3998076923,
2023-03-10,90251.94,88448.64923076924,
2023-03-11,90251.94,88495.08480769231,
2023-03-12,90251.94,88538.13884615384,
2023-03-13,89559.15,88565.91403846153,
2023-03-14,87161.15,88547.57384615384,
2023-03-15,87567.82,88537.05423076924,
2023-03-16,86934.34,88515.64365384614,
2023-03-17,87921.13,88502.41653846155,
2023-03-18,87921.13,88497.67076923077,
2023-03-19,87921.13,88492.92499999999,
2023-03-20,87143.29999999999,88484.56692307691,
2023-03-21,86684.05,88467.37711538462,
2023-03-22,86895.48999999999,88454.25346153845,
2023-03-23,86569.61,88436.35173076924,
2023-03-24,86129.06999999999,88410.23192307694,
2023-03-25,86129.06999999999,88375.21826923077,
2023-03-26,86129.06999999999,88379.52365384615,
2023-03-27,85289.88,88364.46134615385,
2023-03-28,84523.86,88334.6678846154,
2023-03-29,85445.94,88322.60673076923,
2023-03-30,85445.94,88298.5025,
2023-03-31,85459.94,88246.31192307692,
2023-04-01,85459.94,88188.88846153846,
2023-04-02,85459.94,88135.40711538462,
2023-04-03,88126.78,88113.7623076923,
2023-04-04,88126.78,88092.11750000001,
2023-04-05,88773.81,88082.91557692307,
2023-04-06,89261.41,88080.02923076923,
2023-04-07,89261.41,88074.83865384615,
2023-04-08,89261.41,88057.74923076923,
2023-04-09,89261.41,88033.08923076924,
2023-04-10,90048.98,88033.19038461537,
2023-04-11,90174.92000000001,88035.71346153846,
2023-04-12,90477.85,88044.06211538463,
2023-04-13,90448.28,88053.5128846154,
2023-04-14,90448.28,88074.61499999999,
2023-04-15,90448.28,88123.18557692309,
2023-04-16,90448.28,88173.76365384615,
2023-04-17,90634.6,88229.38557692307,
2023-04-18,90968.39,88291.42653846153,
2023-04-19,90679.27,88347.9075,
2023-04-20,90896.79000000001,88422.96980769231,
2023-04-21,90821.62,88496.06730769231,
2023-04-22,90821.62,88564.7278846154,
2023-04-23,90821.62,88623.30807692309,
2023-04-24,91337.91,88657.30980769229,
2023-04-25,91676.95,88697.83153846154,
2023-04-26,91923.72,88743.09884615385,
2023-04-27,92454.55,88786.07615384615,
2023-04-28,93438.85,88847.9823076923,
2023-04-29,93438.85,88908.58596153847,
2023-04-30,93438.85,88969.77384615385,
2023-05-01,93438.85,89031.06057692306,
2023-05-02,93567.72,89094.82557692309,
2023-05-03,93865.1,89164.30942307692,
2023-05-04,94818.25,89265.44596153847,
2023-05-05,95088.14,89417.88807692307,
2023-05-06,95088.14,89562.50961538461,
2023-05-07,95088.14,89719.31346153846,
2023-05-08,94942.47,89854.33923076923,
2023-05-09,95348.65,89997.17615384616,
2023-05-10,95512.61,90143.16615384616,
2023-05-11,95863.63,90310.86480769233,
2023-05-12,96106.41,90492.06403846154,
2023-05-13,96106.41,90669.19711538461,
2023-05-14,96106.41,90852.59711538462,
2023-05-15,96827.28,91058.33192307691,
2023-05-16,97038.57,91268.13000000002,
2023-05-17,96101.20000000001,91459.90173076923,
2023-05-18,96474.17,91674.98423076925,
2023-05-19,96684.95,91908.85134615384,
2023-05-20,96684.95,92124.98615384616,
2023-05-21,96684.95,92341.12096153846,
2023-05-22,97152.62,92565.9801923077,
2023-05-23,91692.64,92685.8398076923,
2023-05-24,89958.89,92772.35807692308,
2023-05-25,93559.95999999999,92876.84230769232,
2023-05-26,96533.37,93038.50749999999,
2023-05-27,96533.37,93187.72980769232,
2023-05-28,96533.37,93327.57519230769,
2023-05-29,99880.01999999999,93531.77923076924,
2023-05-30,99082.81,93720.6523076923,
2023-05-31,99082.81,93909.5253846154,
2023-06-01,98618.78,94074.32923076923,
2023-06-02,98865.95,94241.46442307693,
2023-06-03,98865.95,94402.77403846153,
2023-06-04,98865.95,94564.6523076923,
2023-06-05,99745.35,94743.44211538462,
2023-06-06,99650.51000000001,94920.40807692308,
2023-06-07,100499.83,95113.7071153846,
2023-06-08,100947.59,95312.03384615385,
2023-06-09,93330.75,95357.46384615383,
2023-06-10,93330.75,95408.45384615383,
2023-06-11,93330.75,95455.26076923076,
2023-06-12,92768.1,95492.69307692308,
2023-06-13,94634.02,95566.00846153845,
2023-06-14,94614.95999999999,95638.9573076923,
2023-06-15,95199.56,95713.21980769232,
