symbol,name
CHAMANSEQ.BO,Chaman Lal Setia Exports Ltd.
CHAMBLFERT.BO,Chambal Fertilisers and Chemicals Limited
CHANDNI.BO,Chandni Textiles Engineering Industries Limited
CHANDNIMACH.BO,Chandni Machines Limited
CHANDRAP.BO,Chandra Prabhu International Ltd.
CHANDRIMA.BO,Chandrima Mercantiles Limited
CHARMS.BO,Charms Industries Limited
CHCL.BO,Cian Healthcare Limited
CHDCHEM.BO,Chd Chemicals Limited
CHEMBOND.BO,Chembond Chemicals Limited
CHEMCON.BO,Chemcon Speciality Chemicals L
CHEMCRUX.BO,Chemcrux Enterprises Limited
CHEMFABALKA.BO,Chemfab Alkalis Ltd
CHEMOPH.BO,Chemo Pharma Laboratories Limited
CHEMTECH.BO,Chemtech Industrial Valves Limited
CHENFERRO.BO,Chennai Ferrous Industries Limited
CHENNPETRO.BO,Chennai Petroleum Corporation Limited
CHEVIOT.BO,Cheviot Company Limited
CHITRTX.BO,Chitradurga Spintex Limited
CHLLTD.BO,CHL Limited
CHLOGIST.BO,Chartered Logistics Limited
CHMBBRW.BO,Chambal Breweries & Distilleries Limited
CHOICEIN.BO,Choice International Limited
CHOKSI.BO,Choksi Imaging Limited
CHOKSILA.BO,Choksi Laboratories Limited
CHOLAFIN.BO,Cholamandalam Investment and Finance Company Limited
CHOLAHLDNG.BO,CHOLAMANDALAM FINANCIAL HOLDIN
CHORDIA.BO,Chordia Food Products Limited
CHOWGULSTM.BO,Chowgule Steamships Limited
CHROMATIC.BO,Chromatic India Limited
CHRTEDCA.BO,Chartered Capital and Investment Limited
CIANAGRO.BO,CIAN Agro Industries & Infrastructure Limited
CIFL.BO,Capital India Finance Limited
CIGNITI.BO,Cigniti Technologies Limited
CIL.BO,Citizen Infoline Limited
CILSEC.BO,CIL Securities Limited
CINDHO.BO,Cindrella Hotels Limited
CINDRELL.BO,Cindrella Financial Services Limited
CINELINE.BO,Cineline India Limited
CINERAD.BO,Cinerad Communications Limited
CINEVISTA.BO,Cinevista Limited
CIPLA.BO,Cipla Limited
CISTRO.BO,Cistro Telelink Limited
CITADEL.BO,Citadel Realty and Developers Limited
CITIPOR.BO,Citiport Financial Services Limited
CITYMAN.BO,Cityman Limited
CITYONLINE.BO,City Online Services Limited
CJGEL.BO,C.J. Gelatine Products Limited
CLEDUCATE.BO,CL Educate Limited
CLFL.BO,Classic Leasing & Finance Limited
CLIOINFO.BO,Clio Infotech Limited
CLLIMITED.BO,Crescent Leasing Limited
CLNINDIA.BO,Clariant Chemicals (India) Limited
CMI.BO,CMI Limited
CMMHOSP.BO,Chennai Meenakshi Multispeciality Hospital Limited
CNIRESLTD.BO,Cni Research Limited
CNOVAPETRO.BO,CIL Nova Petrochemicals Limited
COALINDIA.BO,Coal India Limited
COARO.BO,Coastal Roadways Limited
COASTCORP.BO,Coastal Corporation Limited
COCHINM.BO,Cochin Minerals and Rutile Limited
COCHINSHIP.BO,Cochin Shipyard Limited
COCHMAL.BO,The Cochin Malabar Estates And Industries Limited
COCKERILL.BO,JOHN COCKERILL INDIA LIMITED
COFFEEDAY.BO,Coffee Day Enterprises Limited
COFORGE.BO,COFORGE LIMITED
COLINZ.BO,Colinz Laboratories Limited
COLORCHIPS.BO,COLORCHIPS NEW MEDIA LIMITED
COLPAL.BO,Colgate-Palmolive (India) Limited
COMCL.BO,Comfort Commotrade Limited
COMFINCAP.BO,Comfort Fincap Limited
COMFINTE.BO,Comfort Intech Limited
COMPEAU.BO,Competent Automobiles Company Limited
COMPUAGE.BO,Compuage Infocom Limited
COMPUPN.BO,Computer Point Limited
COMPUSOFT.BO,Compucom Software Limited
COMSYN.BO,Commercial Syn Bags Limited
CONART.BO,Conart Engineers Limited
CONCOR.BO,Container Corporation of India Limited
CONCORD.BO,Concord Drugs Limited
CONFINT.BO,Confidence Finance and Trading Limited
CONFIPET.BO,Confidence Petroleum India Limited
CONSTRONIC.BO,CONSTRONICS INFRA LIMITED
CONTICON.BO,Continental Controls Limited
CONTILI.BO,Contil India Limited
CONTPTR.BO,Continental Petroleums Limited
CONTROLPR.BO,Control Print Limited
CORALAB.BO,Coral Laboratories Limited
CORALFINAC.BO,Coral India Finance and Housing Limited
CORDSCABLE.BO,Cords Cable Industries Limited
CORNE.BO,Coral Newsprints Ltd
COROENGG.BO,Coromandel Engineering Company Limited
COROMANDEL.BO,Coromandel International Limited
CORPOCO.BO,Corporate Courier and Cargo Limited
COSBOARD.BO,Cosboard Industries Limited
COSCO.BO,Cosco (India) Limited
COSMOFE.BO,Cosmo Ferrites Limited
COSMOFILMS.BO,Cosmo Films Limited
COSPOWER.BO,Cospower Engineering Limited
COSYN.BO,Cosyn Limited
COUNCODOS.BO,Country Condo's Limited
COVENTRY.BO,Coventry Coil-O-Matic (Haryana) Limited
COVIDH.BO,Covidh Technologies Limited
CPL.BO,Captain Polyplast Limited
CPML.BO,City Pulse Multiplex Limited
CPSEETF.BO,CPSE ETF
CRAFTSMAN.BO,Craftsman Automation Limited
CRANEINFRA.BO,Crane Infrastructure Limited
CRANESSOFT.BO,Cranes Software International Limited
CRANEX.BO,Cranex Limited
CRAVATEX.BO,Cravatex Limited
CREATIVE.BO,Creative Castings Limited
CREATIVEYE.BO,Creative Eye Limited
CREDITACC.BO,CreditAccess Grameen Ltd.
CRESSAN.BO,Cressanda Solutions Limited
CREST.BO,Crest Ventures Limited
CRISIL.BO,CRISIL Limited
CROMPTON.BO,Crompton Greaves Consumer Electricals Limited
CROWNTOURS.BO,Crown Tours Limited
CRPRISK.BO,CRP Risk Management Limited
CRSTCHM.BO,Crestchem Limited
CSBBANK.BO,CSB Bank Limited
CSL.BO,Continental Securities Limited
CSLFINANCE.BO,CSL Finance Limited
CSURGSU.BO,Centenial Surgical Suture Limited
CTCL.BO,Captain Technocast Limited
CTE.BO,Cambridge Technology Enterprises Limited
CTL.BO,Capital Trade Links Limited
CUB.BO,City Union Bank Ltd.
CUBEXTUB.BO,Cubex Tubings Limited
CUBIFIN.BO,Cubical Financial Services Limited
CUMMINSIND.BO,Cummins India Limited
CUPID.BO,Cupid Limited
CYBELEIND.BO,Cybele Industries Ltd
CYBERMAT.BO,Cybermate Infotek Limited
CYBERMEDIA.BO,Cyber Media (India) Limited
CYBERTECH.BO,CyberTech Systems and Software Limited
CYIENT.BO,Cyient Limited
DAAWAT.BO,LT Foods Limited
DABUR.BO,Dabur India Limited
DACE2RG.BO,DSP Mutual Fund
DAICHI.BO,Dai-ichi Karkaria Limited
DAIKAFFI.BO,Daikaffil Chemicals India Limited
DALALSTCOM.BO,DSJ COMMUNICATIONS LTD.
DALBHARAT.BO,DALMIA BHARAT LIMITED
DALMIASUG.BO,Dalmia Bharat Sugar and Industries Limited
DAMOINDUS.BO,Damodar Industries Limited
DANLAW.BO,Danlaw Technologies India Limited
DANUBE.BO,Danube Industries Limited
DARJEELING.BO,Darjeeling Ropeway Company Limited
DARSHANORNA.BO,Darshan Orna Limited
DATAMATICS.BO,Datamatics Global Services Limited
DATASOFT.BO,Datasoft Application Software (India) Limited
DAULAT.BO,Daulat Securities Limited
DBCORP.BO,D. B. Corp Limited
DBL.BO,Dilip Buildcon Limited
DBREALTY.BO,D B Realty Limited
DBSTOCKBRO.BO,DB (International) Stock Brokers Limited
DCAL.BO,Dishman Carbogen Amcis Limited
DCBBANK.BO,DCB Bank Limited
DCL.BO,DEVOTED CONSTRUCTION LIMITED
DCM.BO,DCM Limited
DCMFINSERV.BO,DCM Financial Services Limited
DCMNVL.BO,DCM NOUVELLE LIMITED
DCMSHRIRAM.BO,DCM Shriram Limited
DCMSRMIND.BO,DCM Shriram Industries Limited
DCW.BO,DCW Limited
DDIL.BO,Deep Diamond India Limited
DECANBRG.BO,Deccan Bearings Limited
DECCAN.BO,Deccan Health Care Limited
DECCANCE.BO,Deccan Cements Limited
DECIPHER.BO,DECIPHER LABS LIMITED
DECNGOLD.BO,Deccan Gold Mines Limited
DECOMIC.BO,Deco-Mica Limited
DECPO.BO,Deccan Polypacks Limited
DEEP.BO,Deep Polymers Limited
DEEPAKFERT.BO,Deepak Fertilisers And Petrochemicals Corporation Limited
DEEPAKNI.BO,Deepak Nitrite Limited
DEEPAKSP.BO,Deepak Spinners Limited
DEEPENR.BO,DEEP ENERGY RESOURCES LIMITED
DEEPIND.BO,Deep Energy Resources Limited
DEL.BO,Dhanashree Electronics Limited
DELTA.BO,Delta Industrial Resources Limited
DELTACORP.BO,Delta Corp Limited
DELTAMAGNT.BO,Delta Manufacturing Limited
DEN.BO,two
DENISCHEM.BO,Denis Chem Lab Limited
DENORA.BO,De Nora India Limited
DEVHARI.BO,Devhari Exports (India) Limited
DEVINE.BO,Devine Impex Limited
DEVKI.BO,Devki Leasing and Finance Limited
DFM.BO,DFM Foods Limited
DGCONTENT.BO,Digicontent Limited
DHABRIYA.BO,Dhabriya Polywood Limited
DHAMPURE.BO,Dhampure Speciality Sugars Limited
DHAMPURSUG.BO,Dhampur Sugar Mills Limited
DHANADACO.BO,Dhanada Corporation Limited
DHANBANK.BO,Dhanlaxmi Bank Limited
DHANCOT.BO,Dhanlaxmi Cotex Limited
DHANFAB.BO,Dhanlaxmi Fabrics Limited
DHANI.BO,Dhani Services Limited
DHANIPP.BO,Dhani Services Limited
DHANROTO.BO,Dhanalaxmi Roto Spinners Limited
DHANUKA.BO,Dhanuka Agritech Limited
DHANVARSHA.BO,Dhanvarsha Finvest Limited
DHARAMSI.BO,The Dharamsi Morarji Chemical Co. Ltd.
DHARFIN.BO,Dharani Finance Limited
DHARSUGAR.BO,Dharani Sugars and Chemicals Limited
DHENUBUILD.BO,Dhenu Buildcon Infra Limited
DHFL.BO,Dewan Housing Finance Corporation Limited
DHINDIA.BO,D & H India Limited
DHOOTIN.BO,Dhoot Industrial Finance Limited
DHPIND.BO,DHP India Limited
DHRUV.BO,Dhruv Consultancy Services Lim
DHRUVCA.BO,Dhruva Capital Services Ltd.
DHRUVES.BO,Dhruv Estates Limited
DHUNINV.BO,Dhunseri Investments Limited
DHUNTEAIND.BO,Dhunseri Tea & Industries Limited
DIAMANT.BO,Diamant Infrastructure Limited
DIAMINESQ.BO,Diamines and Chemicals Limited
DIAMONDYD.BO,Prataap Snacks Limited
DIANATEA.BO,Diana Tea Company Limited
DIAPOWER.BO,Diamond Power Infrastructure Limited
DICIND.BO,DIC India Limited
DIGISPICE.BO,DIGISPICE TECHNOLOGIES LIMITED
DIKSAT.BO,Diksat Transworld Limited
DILIGENT.BO,Diligent Industries Limited
DISAQ.BO,Disa India Limited
DISHTV.BO,Dish TV India Limited
DIVINUS.BO,Divinus Fabrics Limited
DIVISLAB.BO,Divi's Laboratories Limited
DIVSHKT.BO,Divyashakti Granites Limited
DIXON.BO,Dixon Technologies (India) Limited
DJML.BO,DJ Mediaprint & Logistics Limi
DLCL.BO,DR LALCHANDANI LABS LIMITED
DLF.BO,DLF Limited
DLINKINDIA.BO,D-Link (India) Limited
DLTNCBL.BO,Delton Cables Limited
DMART.BO,Avenue Supermarts Limited
DML.BO,Diggi Multitrade Limited
DNAMEDIA.BO,Diligent Media Corporation Limited
DOLAT.BO,Dolat Investments Limited
DOLFIN.BO,Dolfin Rubbers Limited
DOLPHMED.BO,Dolphin Medical Services Limited
DONEAR.BO,one
DQE.BO,DQ Entertainment (International) Limited
DRA.BO,DRA Consultants Limited
DRAGARWQ.BO,Dr. Agarwal's Eye Hospital Limited
DRCSYSTEMS.BO,DRC Systems India Limited
DREDGECORP.BO,Dredging Corporation of India Limited
DRHABEEB.BO,Dr Habeebullah Life Sciences Limited
DRREDDY.BO,Dr. Reddy's Laboratories Limited
DSINVEST.BO,Dalal Street Investments Limited
DSSL.BO,Dynacons Systems & Solutions Limited
DUCON.BO,Ducon Infratechnolgies Limited
DUKEOFS.BO,Duke Offshore Limited
DUNCANENG.BO,Duncan Engineering Limited
DUROPACK.BO,Duropack Limited
DUROPLY.BO,DUROPLY INDUSTRIES LIMITED
DUTRON.BO,Dutron Polymers Limited
DVL.BO,Dhunseri Ventures Limited
DWARKESH.BO,Dwarikesh Sugar Industries Limited
DYNAMATECH.BO,Dynamatic Technologies Limited
DYNAMIC.BO,Dynamic Cables Limited
DYNAMICP.BO,Dynamic Portfolio Management & Services Limited
DYNAMIND.BO,Dynamic Industries Limited
DYNAVSN.BO,Dynavision Limited
DYNPRO.BO,Dynemic Products Limited
EARUM.BO,Earum Pharmaceuticals Limited
EASEMYTRIP.BO,Easy Trip Planners Limited
EASTBUILD.BO,East Buildtech Limited
EASTRED.BO,Eastern Treads Limited
EASTSILK.BO,Eastern Silk Industries Limited
EASTWEST.BO,EAST WEST HOLDINGS LIMITED
EASUN.BO,Easun Capital Markets Limited
EASUNREYRL.BO,Easun Reyrolle Limited
EBIXFOREX.BO,one
ECLERX.BO,eClerx Services Limited
ECOBOAR.BO,Ecoboard Industries Limited
ECOM.BO,Accedere Limited
ECOPLAST.BO,Ecoplast Limited
ECORECO.BO,Eco Recycling Limited
ECS.BO,ECS Biztech Limited
ECSTSTL.BO,Eastcoast Steel Limited
EDELWEISS.BO,Edelweiss Financial Services Limited
EDSL.BO,eDynamics Solutions Limited
EDUCOMP.BO,Educomp Solutions Limited
EICHERMOT.BO,Eicher Motors Limited
EIDPARRY.BO,E.I.D.- Parry (India) Limited
EIHAHOTELS.BO,EIH Associated Hotels Limited
EIHOTEL.BO,EIH Limited
EIMCOELECO.BO,Eimco Elecon (India) Limited
EIS.BO,East India Securities Limited
EKAMLEA.BO,Ekam Leasing and Finance Co. Ltd.
EKC.BO,Everest Kanto Cylinder Limited
EKI.BO,EKI Energy Services Limited
ELAND.BO,E-Land Apparel Limited
ELANGO.BO,Elango Industries Limited
ELANTAS.BO,ELANTAS Beck India Limited
ELDEHSG.BO,Eldeco Housing and Industries Limited
ELECON.BO,Elecon Engineering Company Limited
ELECTCAST.BO,Electrosteel Castings Limited
ELECTHERM.BO,Electrotherm (India) Limited
ELEFLOR.BO,Elegant Floriculture & Agrotech (India) Limited
ELEMARB.BO,Elegant Marbles and Grani Industries Limited
ELGIEQUIP.BO,ELGI Equipments Limited
ELIXIR.BO,Elixir Capital Limited
ELLORATRAD.BO,Ellora Trading Limited
ELNET.BO,Elnet Technologies Limited
ELPROINTL.BO,Elpro International Limited
EMAINDIA.BO,Ema India Limited
EMAMILTD.BO,Emami Limited
EMAMIPAP.BO,Emami Paper Mills Limited
EMAMIREAL.BO,EMAMI REALTY LIMITED
EMBASSY.BO,Embassy Office Parks REIT
EMCO.BO,EMCO Limited
EMERALD.BO,Emerald Leasing Finance and Investment Company Limited
EMERALL.BO,Emerald Leisures Limited
EMERGENT.BO,EMERGENT INDUSTRIAL SOLUTIONS
EMKAY.BO,Emkay Global Financial Services Limited
EML.BO,Ejecta Marketing Limited
EMMBI.BO,Emmbi Industries Limited
EMMESSA.BO,Emmessar Biotech & Nutrition Limited
EMMSONS.BO,
EMPIND.BO,Empire Industries Limited
EMPOWER.BO,Empower India Limited
ENBETRD.BO,Enbee Trade and Finance Limited
ENDURANCE.BO,Endurance Technologies Limited
ENERGYDEV.BO,Energy Development Company Limited
ENGINERSIN.BO,Engineers India Limited
ENIL.BO,two
ENKEIWHEL.BO,Enkei Wheels (India) Limited
ENTRINT.BO,Enterprise International Limited
ENVAIREL.BO,Envair Electrodyne Limited
EPIC.BO,Epic Energy Limited
EPL.BO,EPL LIMITED
EPSOMPRO.BO,Epsom Properties Limited
EQUITAS.BO,Equitas Holdings Limited
EQUITASBNK.BO,Equitas Small Finance Bank Lim
ERIS.BO,Eris Lifesciences Limited
EROSMEDIA.BO,Eros International Media Limited
ERPSOFT.BO,ERP Soft Systems Limited
ESABINDIA.BO,ESAB India Limited
ESARIND.BO,Esaar (India) Limited
ESCORTS.BO,Escorts Limited
ESCORTSFIN.BO,Escorts Finance Limited
ESHAMEDIA.BO,Esha Media Research Limited
ESKAY.BO,Eskay K'n'IT (India) Limited
ESSARSEC.BO,Essar Securities Limited
ESSARSHPNG.BO,Essar Shipping Limited
ESTER.BO,Ester Industries Limited
ETIL.BO,Econo Trade (India) Limited
ETT.BO,ETT Limited
EUROLED.BO,Euro Leder Fashion Limited
EUROMULTI.BO,Euro Multivision Limited
EVEREADY.BO,Eveready Industries India Limited
EVERESTIND.BO,Everest Industries Limited
EVERESTO.BO,Everest Organics Limited
EVERLON.BO,Everlon Synthetics Limited
EVEXIA.BO,EVEXIA LIFECARE LIMITED
EXCEL.BO,Excel Realty N Infra Limited
EXCELINDUS.BO,Excel Industries Limited
EXIDEIND.BO,Exide Industries Limited
EXPLEOSOL.BO,EXPLEO SOLUTIONS LIMITED
EXPLICITFIN.BO,Explicit Finance Limited
EXPOGAS.BO,Expo Gas Containers Ltd
FACORALL.BO,Facor Alloys Limited
FACT.BO,The Fertilisers And Chemicals Travancore Limited
FAIRCHEMOR.BO,Fairchem Organics Limited
FAZE3AUTO.BO,Faze Three Limited
FAZE3Q.BO,Faze Three Limited
FCL.BO,Fineotex Chemical Limited
FCONSUMER.BO,Future Consumer Limited
FCSSOFT.BO,FCS Software Solutions Limited
FDC.BO,FDC Limited
FEDERALBNK.BO,The Federal Bank Limited
FEL.BO,Future Enterprises Limited
FELDVR.BO,Future Enterprises Limited
FENOPLAS.BO,Fenoplast Limited
FERMENTA.BO,FERMENTA BIOTECH LIMITED
FERVENTSYN.BO,Fervent Synergies Limited
FFPL.BO,Foundry Fuel Products Limited
FGP.BO,FGP Limited
FIBERWEB.BO,Fiberweb (India) Limited
FIEMIND.BO,Fiem Industries Limited
FILATEX.BO,Filatex India Limited
FILATFASH.BO,Filatex Fashions Limited
FILTRA.BO,Filtra Consultants and Engineers Limited
FINCABLES.BO,Finolex Cables Limited
FINELINE.BO,Fine-Line Circuits Limited
FINEORG.BO,Fine Organic Industries Limite
FINKURVE.BO,Finkurve Financial Services Limited
FINOLEXIND.BO,Finolex Industries Limited
FIRSTOBJ.BO,Firstobject Technologies Limited
FISCHER.BO,Fischer Chemic Limited
FIVEXTRADE.BO,Five X Tradecom Limited
FLEXFO.BO,Flex Foods Limited
FLEXITUFF.BO,Flexituff Ventures International Limited
FLFL.BO,Future Lifestyle Fashions Limited
FLOMIC.BO,FLOMIC GLOBAL LOGISTICS LIMITE
FLORATX.BO,Flora Textiles Limited
FLUIDOM.BO,Fluidomat Limited
FLUOROCHEM.BO,Gujarat Fluorochemicals Limite
FMGOETZE.BO,Federal-Mogul Goetze (India) Limited
FMNL.BO,two
FOCUSIRL.BO,Focus Industrial Resources Limited
FOODSIN.BO,Foods and Inns Limited
FORBESCO.BO,Forbes & Company Limited
FORCEMOT.BO,Force Motors Limited
FORINTL.BO,Fortune International Limited
FORTIS.BO,Fortis Healthcare Limited
FORTISMLR.BO,Fortis Malar Hospitals Limited
FOSECOIND.BO,Foseco India Limited
FRANKLIN.BO,Franklin Leasing and Finance L
FRANKLININD.BO,Franklin Industries Limited
FRASER.BO,Fraser and Company Limited
FREDUN.BO,Fredun Pharmaceuticals Limited
FRETAIL.BO,Future Retail Limited
FRONTBUSS.BO,Maxgrow India Limited
FRONTCORP.BO,Frontline Corporation Limited
FRONTSP.BO,Frontier Springs Limited
FRSHTRP.BO,Freshtrop Fruits Limited
FRUTION.BO,Fruition Venture Limited
FSC.BO,Future Supply Chain Solutions Limited
FSL.BO,Firstsource Solutions Limited
FUNDVISER.BO,FUNDVISER CAPITAL (INDIA) LIMI
FUNNY.BO,Funny Software Limited
FUTSOL.BO,Futuristic Solutions Limited
FUTURSEC.BO,Futuristic Securities Limited
G5.BO,
GABRIEL.BO,Gabriel India Limited
GAEL.BO,Gujarat Ambuja Exports Limited
GAGAN.BO,Gagan Gases Limited
GAGANPO.BO,Gagan Polycot India Limited
GAIL.BO,GAIL (India) Limited
GAJRA.BO,Gajra Bevel Gears Limited
GAL.BO,Gyscoal Alloys Limited
GALACTICO.BO,Galactico Corporate Services L
GALADA.BO,Galada Power and Telecommunication Limited
GALAXYSURF.BO,Galaxy Surfactants Limited
GALLANTT.BO,Gallantt Metal Limited
GALLISPAT.BO,Gallantt Ispat Limited
GALLOPENT.BO,Gallops Enterprise Limited
GALXBRG.BO,Galaxy Bearings Limited
GAMMNINFRA.BO,Gammon Infrastructure Projects Limited
GANDHITUBE.BO,Gandhi Special Tubes Limited
GANECOS.BO,Ganesha Ecosphere Limited
GANESHBE.BO,Ganesh Benzoplast Limited
GANESHHOUC.BO,Ganesh Housing Corporation Limited
GANGAPA.BO,Ganga Papers India Limited
GANGESSEC.BO,Ganges Securities Limited
GANGOTRI.BO,Gangotri Textiles Limited
GARFIBRES.BO,GARWARE TECHNICAL FIBRES LIMIT
GARGFUR.BO,Garg Furnace Limited
GARMNTMNTR.BO,GARMENT MANTRA LIFESTYLE LIMIT
GARNET.BO,Garnet Construction Limited
GARNETINT.BO,Garnet International Limited
GARWAMAR.BO,Garware Marine Industries Limited
GARWARPOLY.BO,Garware Polyester Limited
GARWSYN.BO,Garware Synthetics Limited
GATI.BO,Gati Limited
GAYAHWS.BO,GAYATRI HIGHWAYS LTD
GAYAPROJ.BO,Gayatri Projects Limited
GAYATRI.BO,Gayatri Sugars Limited
GAYATRIBI.BO,Gayatri BioOrganics Limited
GBFL.BO,Goenka Business & Finance Limited
GBGLOBAL.BO,GB GLOBAL LIMITED
GBLIL.BO,GBL Industries Limited
GCKL.BO,GALAXY CLOUD KITCHENS LIMITED
GCMCAPI.BO,GCM Capital Advisors Limited
GCMSECU.BO,GCM Securities Limited
GDL.BO,Gateway Distriparks Limited
GEE.BO,GEE Limited
GEECEE.BO,GeeCee Ventures Limited
GEETANJ.BO,Geetanjali Credit and Capital Limited
GEL.BO,Gautam Exim Limited
GEMSI.BO,one
GENCON.BO,Generic Engineering Construction and Projects Limited
GENERAAGRI.BO,Genera Agri Corp Limited
GENESYS.BO,Genesys International Corporation Limited
GENNEX.BO,Gennex Laboratories Limited
GENPHARMA.BO,GENERIC PHARMASEC LIMITED
GENSOL.BO,Gensol Engineering Limited
GENUSPAPER.BO,Genus Paper & Boards Limited
GENUSPOWER.BO,Genus Power Infrastructures Limited
GENUSPRIME.BO,GENUS PRIME INFRA LIMITED
GEOJITFSL.BO,Geojit Financial Services Limited
GEPIL.BO,GE Power India Limited
GESHIP.BO,The Great Eastern Shipping Company Limited
GFIL.BO,Ganesh Films India Limited
GFLLIMITED.BO,GFL LIMITED
GGDANDE.BO,G. G. Dandekar Machine Works Limited
GGENG.BO,G G Engineering Limited
GGL.BO,Gautam Gems Limited
GGPL.BO,Gala Global Products Limited
GHCL.BO,GHCL Limited
GIANLIFE.BO,Gian Life Care Limited
GICHSGFIN.BO,GIC Housing Finance Limited
GICRE.BO,General Insurance Corporation of India
GILADAFINS.BO,Gilada Finance & Investments Limited
GILLANDERS.BO,Gillanders Arbuthnot and Company Limited
GILLETTE.BO,Gillette India Limited
GINISILK.BO,Gini Silk Mills Limited
GINNIFILA.BO,Ginni Filaments Limited
GIPCL.BO,Gujarat Industries Power Company Limited
GISOLUTION.BO,GI Engineering Solutions Limited
GITARENEW.BO,Gita Renewable Energy Limited
GKB.BO,GKB Ophthalmics Limited
GKCONS.BO,G.K. Consultants Limited
GKP.BO,G. K. P. Printing & Packaging
GLANCE.BO,Glance Finance Limited
GLAND.BO,Gland Pharma Limited
GLAXO.BO,GlaxoSmithKline Pharmaceuticals Limited
GLCL.BO,Globe Commercials Limited
GLENMARK.BO,Glenmark Pharmaceuticals Limited
GLFL.BO,Gujarat  Lease Financing Limited
GLITTEKG.BO,Glittek Granites Limited
GLOBAL.BO,Global Land Masters Corporation Limited
GLOBALCA.BO,Global Capital Markets Limited
GLOBALVECT.BO,Global Vectra Helicorp Limited
GLOBOFFS.BO,Global Offshore Services Limited
GLOBUSCON.BO,Globus Power Generation Limited
GLOBUSCOR.BO,Globus Corpooration Limited
GLOBUSSPR.BO,Globus Spirits Limited
GLOSTERLTD.BO,Gloster Ltd
GMBREW.BO,G.M. Breweries Limited
GMDCLTD.BO,Gujarat Mineral Development Corporation Limited
GMETCOAL.BO,Gujarat Metallic Coal & Coke Limited
GMM.BO,GMM Pfaudler Limited
GMPL.BO,G M Polyplast Limited
GMRINFRA.BO,GMR Infrastructure Limited
GNA.BO,G N A Axles Limited
GNFC.BO,Gujarat Narmada Valley Fertilizers & Chemicals Limited
GNRL.BO,Gujarat Natural Resources Limited
GOACARBON.BO,Goa Carbon Limited
GOBLIN.BO,GOBLIN INDIA LIMITED
GOCLCORP.BO,GOCL Corporation Limited
GODAVARI.BO,Godavari Drugs Limited
GODFRYPHLP.BO,Godfrey Phillips India Limited
GODREJAGRO.BO,Godrej Agrovet Limited
GODREJCP.BO,Godrej Consumer Products Limited
GODREJIND.BO,Godrej Industries Limited
GODREJPROP.BO,Godrej Properties Limited
GOENKA.BO,Goenka Diamond and Jewels Limited
GOGIACAP.BO,Gogia Capital Services Limited
GOKAKTEX.BO,Gokak Textiles Limited
GOKEX.BO,Gokaldas Exports Limited
GOKUL.BO,Gokul Refoils & Solvent Limited
GOKULAGRO.BO,Gokul Agro Resources Limited
GOLCA.BO,Golden Carpets Limited
GOLDLINE.BO,Gold Line International Finvest Limited
GOLECHA.BO,Golechha Global Finance Limited
GOLKONDA.BO,Golkonda Aluminium Extrusions Limited
GOLKUNDIA.BO,Golkunda Diamonds & Jewellery Limited
GOODLUCK.BO,Goodluck India Limited
GOODRICKE.BO,Goodricke Group Limited
GOODYEAR.BO,Goodyear India Limited
GOPAIST.BO,Gopal Iron & Steel Co. (Gujarat) Limited
GOPALA.BO,Gopala Polyplast Limited
GORANIN.BO,Gorani Industries Limited
GOTHIPL.BO,Gothi Plascon India Limited
GOVNOW.BO,SAB Events & Governance Now Media Limited
GOWRALE.BO,Gowra Leasing and Finance Limited
GOYALASS.BO,Goyal Associates Limited
GPIL.BO,Godawari Power & Ispat Limited
GPL.BO,Grandeur Products Limited
GPPL.BO,Gujarat Pipavav Port Limited
GPTINFRA.BO,GPT Infraprojects Limited
GRANDFONRY.BO,Grand Foundry Limited
GRANULES.BO,Granules India Limited
GRAPHITE.BO,Graphite India Limited
GRASIM.BO,Grasim Industries Limited
GRATEXI.BO,Gratex Industries Limited
GRAUWEIL.BO,Grauer & Weil (India) Limited
GRAVISSHO.BO,Graviss Hospitality Limited
GRAVITA.BO,Gravita India Limited
GRAVITY.BO,Gravity (India) Limited
GREAVESCOT.BO,Greaves Cotton Limited
GREENCREST.BO,Greencrest Financial Services Limited
GREENPANEL.BO,Greenpanel Industries Limited
GREENPLY.BO,Greenply Industries Limited
GREENPOWER.BO,Orient Green Power Company Limited
GRINDWELL.BO,Grindwell Norton Limited
GRMOVER.BO,GRM Overseas Limited
GRNLAMIND.BO,Greenlam Industries Limited
GROVY.BO,Grovy India Limited
GRPLTD.BO,GRP Limited
GRSE.BO,Garden Reach Shipbuilders & En
GSAUTO.BO,G.S. Auto International Limited
GSBFIN.BO,GSB Finance Limited
GSCLCEMENT.BO,Gujarat Sidhee Cement Limited
GSLSEC.BO,GSL Securities Limited
GSPL.BO,one
GSS.BO,GSS Infotech Limited
GSTL.BO,GlobalSpace Technologies Limited
GTEIT.BO,G-Tech Info-Training Limited
GTL.BO,GTL Limited
GTLINFRA.BO,GTL Infrastructure Limited
GTNINDS.BO,GTN Industries Limited
GTNTEX.BO,GTN Textiles Limited
GTPL.BO,GTPL Hathway Limited
GTV.BO,GTV Engineering Limited
GUFICBIO.BO,Gufic Biosciences Limited
GUJALKALI.BO,Gujarat Alkalies and Chemicals Limited
GUJAPOLLO.BO,Gujarat Apollo Industries Limited
GUJARATPOLY.BO,Gujarat Poly Electronics Limited
GUJCMDS.BO,Gujchem Distillers India Limited
GUJCONT.BO,Gujarat Containers Limited
