Scrip Name,ISIN No,ISIN Reinvestment,Instrument Type
UTI Capital Protection Oriented Scheme - Series X-II (1134 Days) - Direct Plan - IDCW,INF789FC19P4,,Mutual Fund
UTI Capital Protection Oriented Scheme - Series X-II (1134 Days) - Regular Plan - IDCW,INF789FC17P8,,Mutual Fund
UTI Capital Protection Oriented Scheme Series X-II ( 1134 Days) - Direct Plan - Growth Option,INF789FC10Q1,,Mutual Fund
UTI Capital Protection Oriented Scheme Series X-II ( 1134 Days) - Regular Plan - Growth Option,INF789FC18P6,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series II-I (1998 Days) - Direct Plan - Dividend Option,INF789FB1W26,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series II-I (1998 Days) - Direct Plan - Growth Option,INF789FB1W34,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series II-I (1998 Days) - Regular Plan - Dividend Option,INF789FB1W00,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series II-I (1998 Days) - Regular Plan - Growth Option,INF789FB1W18,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series II-II (1997 Days) - Direct Plan - Dividend Option,INF789FB1Z49,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series II-II (1997 Days) - Direct Plan- Growth Option,INF789FB1Z56,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series II-II (1997 days) - Regular Plan - Dividend Option,INF789FB1Z23,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series II-II (1997 Days) - Regular Plan - Growth Option,INF789FB1Z31,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series II-III (1998 Days) - Direct Plan - Growth Option,INF789FB13E3,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series II-III (1998 Days) - Direct Plan - IDCW,INF789FB12E5,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series II-III (1998 Days) - Regular Plan - Growth Option,INF789FB11E7,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series II-III (1998 Days) - Regular Plan - IDCW,INF789FB10E9,,Mutual Fund
UTI - Dual Advantage Fixed Term Series II-IV (1997 Days) - Direct Plan - Growth Option,INF789FB11K4,,Mutual Fund
UTI - Dual Advantage Fixed Term Series II-IV (1997 Days) - Regular Plan - Growth Option,INF789FB19J9,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series II-IV (1997 Days) - Direct Plan - IDCW,INF789FB10K6,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series II-IV (1997 Days) - Regular Plan - IDCW,INF789FB18J1,,Mutual Fund
UTI - Dual Advantage Fixed Term Series II-V (1997 Days) - Direct Plan - Growth Option,INF789FB13P9,,Mutual Fund
UTI - Dual Advantage Fixed Term Series II-V (1997 Days) - Regular Plan - Growth Option,INF789FB11P3,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series II-V (1997 Days) - Direct Plan - IDCW,INF789FB12P1,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series II-V (1997 Days) - Regular Plan - IDCW,INF789FB10P5,,Mutual Fund
UTI - Dual Advantage Fixed Term Series III-I (1998 Days) - Direct Plan - Growth Option,INF789FB11W9,,Mutual Fund
UTI - Dual Advantage Fixed Term Series III-I (1998 Days) - Regular Plan - Growth Option,INF789FB19V4,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series III-I (1998 Days) - Direct Plan - IDCW,INF789FB10W1,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series III-I (1998 Days) - Regular Plan - IDCW,INF789FB18V6,,Mutual Fund
UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Direct Plan - Dividend Option,INF789FC1GG8,,Mutual Fund
UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Direct Plan - Growth Option,INF789FC1GH6,,Mutual Fund
UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Regular Plan - Dividend Option,INF789FC1GE3,,Mutual Fund
UTI - Dual Advantage Fixed Term Series IV-I (1279 Days) - Regular Plan - Growth Option,INF789FC1GF0,,Mutual Fund
UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - DirectPlan - Dividend Option,INF789FC1HW3,,Mutual Fund
UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Direct Plan - Growth Option,INF789FC1HX1,,Mutual Fund
UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Regular Plan - Dividend Option,INF789FC1HU7,,Mutual Fund
UTI - Dual Advantage Fixed Term Series IV-II (1278 Days) - Regular Plan - Growth Option,INF789FC1HV5,,Mutual Fund
UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Direct Plan - Dividend Option,INF789FC1IO8,,Mutual Fund
UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Direct Plan - Growth Option,INF789FC1IP5,,Mutual Fund
UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Regular Plan - Dividend Option,INF789FC1IM2,,Mutual Fund
UTI - Dual Advantage Fixed Term Series IV-III (1279 Days) - Regular Plan - Growth Option,INF789FC1IN0,,Mutual Fund
UTI - Dual Advantage Fixed Term Series IV-IV (1997 Days) - Direct Plan - Growth Option,INF789FC1IL4,,Mutual Fund
UTI - Dual Advantage Fixed Term Series IV-IV (1997 Days) - Regular Plan - Growth Option,INF789FC1IJ8,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series IV-IV (1997 Days) - Direct Plan - IDCW,INF789FC1IK6,,Mutual Fund
UTI Dual Advantage Fixed Term Fund Series IV-IV (1997 Days) - Regular Plan - IDCW,INF789FC1II0,,Mutual Fund
UTI Dual Advantage Fixed Term FundSeries V-I ( 1103 days) - DirectPlan - Growth Option,INF789FC1T03,,Mutual Fund
UTI Dual Advantage Fixed Term FundSeries V-I ( 1103 days) - Direct Plan - Dividend Option,INF789FC1S95,,Mutual Fund
UTI Dual Advantage Fixed Term FundSeries V-I ( 1103 days) - Regular Plan - Dividend Option,INF789FC1S79,,Mutual Fund
UTI Dual Advantage Fixed Term FundSeries V-I ( 1103 days) - Regular Plan - Growth Option,INF789FC1S87,,Mutual Fund
UTI F I I F-Annual Interval Plan Series - II - Direct Plan - Growth Option,INF789F01VZ1,,Mutual Fund
UTI F I I F-Annual Interval Plan Series - II - Regular Plan - Growth Option,INF789F01FM2,,Mutual Fund
UTI FIIF Annual Interval Plan II - Direct Plan - IDCW,INF789F01VX6,INF789F01VY4,Mutual Fund
UTI FIIF Annual Interval Plan II - Regular Plan - IDCW,INF789F01FK6,INF789F01FL4,Mutual Fund
UTI FIIF Annual Interval Plan IV - Direct Plan - IDCW,INF789F01WD6,INF789F01WE4,Mutual Fund
UTI FIIF Annual Interval Plan IV - Regular Plan - IDCW,INF789F01FW1,INF789F01FX9,Mutual Fund
UTI Fixed Interval Income Fund (Annual Interval Plan) Series IV - Direct Plan - Growth Option,INF789F01WF1,,Mutual Fund
UTI Fixed Interval Income Fund (Annual Interval Plan) Series IV - Regular Plan - Growth Option,INF789F01FY7,,Mutual Fund
UTI FIIF Half Yearly Plan I - Direct Plan - IDCW,INF789F01VR8,INF789F01VS6,Mutual Fund
UTI FIIF Half Yearly Plan I - Regular Plan - IDCW,INF789F01EY0,INF789F01EZ7,Mutual Fund
UTI FixedIncome Interval Fund ( Half Yearly Plan - I) - Direct Plan - Growth Option,INF789F01VT4,,Mutual Fund
UTI FixedIncome Interval Fund ( Half Yearly Plan - I) - Regular Plan - Growth Option,INF789F01FA7,,Mutual Fund
UTI FIIF Half Yearly Plan II - Direct Plan - IDCW,INF789F01WV8,INF789F01WW6,Mutual Fund
UTI FIIF Half Yearly Plan II - Regular Plan - IDCW,INF789F01HG0,INF789F01HH8,Mutual Fund
UTI Fixed Income Interval Fund ( Half Yearly Plan-II)- Direct Plan - Growth Option,INF789F01WX4,,Mutual Fund
UTI Fixed Income Interval Fund ( Half Yearly Plan-II)- Regular Plan - Growth Option,INF789F01HI6,,Mutual Fund
UTI - Fixed Income Interval Fund - Monthly Interval Plan- Direct Plan - Growth Option,INF789F01VQ0,,Mutual Fund
UTI - Fixed Income Interval Fund - Monthly Interval Plan- Regular Plan - Growth Option,INF789F01EU8,,Mutual Fund
UTI - Fixed Income Interval Fund - Monthly Interval Plan - Institutional Dividend Option,INF789F01EV6,INF789F01EW4,Mutual Fund
UTI FIIF Monthly Interval Plan I - Direct Plan - Monthly IDCW,INF789F01VO5,INF789F01VP2,Mutual Fund
UTI FIIF Monthly Interval Plan I - Regular Plan - Monthly IDCW,INF789F01ES2,INF789F01ET0,Mutual Fund
UTI FIIF Monthly Interval Plan II - Direct Plan - Monthly IDCW,INF789F01VL1,INF789F01VM9,Mutual Fund
UTI FIIF Monthly Interval Plan II - Regular Plan - Monthly IDCW,INF789F01EM5,INF789F01EN3,Mutual Fund
UTI Fixed Income Interval Fund - Monthly Interval Plan II-Direct Plan - Growth Option,INF789F01VN7,,Mutual Fund
UTI Fixed Income Interval Fund - Monthly Interval Plan II-Regular Plan - Growth Option,INF789F01EO1,,Mutual Fund
UTI FIIF Quarterly Interval Plan III - Direct Plan - IDCW,INF789F01WJ3,INF789F01WK1,Mutual Fund
UTI FIIF Quarterly Interval Plan III - Regular Plan - IDCW,INF789F01GI8,INF789F01GJ6,Mutual Fund
UTI FixedIncome Interval Fund ( Quarterly Interval Plan - III) - Direct Plan - Growth Option,INF789F01WL9,,Mutual Fund
UTI FixedIncome Interval Fund ( Quarterly Interval Plan - III) -Regular Plan - Growth Option,INF789F01GK4,,Mutual Fund
UTI FixedIncome Interval Fund ( Quarterly Interval Plan -III) - Inst Dividend Plan,INF789F01GL2,INF789F01GM0,Mutual Fund
UTI F I I F Series II -Quarterly Interval Plan - IV -Direct Plan - Growth Option,INF789F01WO3,,Mutual Fund
UTI F I I F Series II -Quarterly Interval Plan - IV -Instn. GrowthOption,INF789F01GT5,,Mutual Fund
UTI F I I F Series II -Quarterly Interval Plan - IV -Regular Plan - Growth Option,INF789F01GQ1,,Mutual Fund
UTI FIIF Sr-2 Quarterly Interval Plan IV - Direct Plan - IDCW,INF789F01WM7,INF789F01WN5,Mutual Fund
UTI FIIF Sr-2 Quarterly Interval Plan IV - Regular Plan - IDCW,INF789F01GO6,INF789F01GP3,Mutual Fund
UTI F I I F Series II -Quarterly Interval Plan - VII - Direct Plan - Growth Option,INF789F01VK3,,Mutual Fund
UTI F I I F Series II -Quarterly Interval Plan - VII - Regular Plan - Growth Option,INF789F01EI3,,Mutual Fund
UTI FIIF Sr-2 Quarterly Interval Plan VII - Direct Plan - IDCW,INF789F01VI7,INF789F01VJ5,Mutual Fund
UTI FIIF Sr-2 Quarterly Interval Plan VII - Regular Plan - IDCW,INF789F01EG7,INF789F01EH5,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Direct Plan - Annual IDCW,INF789FC13P7,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Direct Plan - Maturity IDCW,INF789FC14P5,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Direct Plan - Quarterly IDCW,INF789FC12P9,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Regular Plan - Annual IDCW,INF789FC18O9,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Regular Plan - Flexi IDCW,INF789FC11P1,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Regular Plan - Maturity IDCW,INF789FC19O7,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - I (1134 DAYS) - Regular Plan - Quarterly IDCW,INF789FC17O1,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX -I (1134 days) - Direct Plan - Growth Option,INF789FC15P2,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-I (1134 days) - Regular Plan - Growth Opton,INF789FC10P3,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Direct Plan - Annual IDCW,INF789FC17Q6,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Direct Plan - Maturity IDCW,INF789FC18Q4,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Direct Plan - Quarterly IDCW,INF789FC16Q8,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Regular Plan - Annual IDCW,INF789FC12Q7,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Regular Plan - Flexi IDCW,INF789FC15Q0,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Regular Plan - Maturity IDCW,INF789FC13Q5,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - II (1118 DAYS) - Regular Plan - Quarterly IDCW,INF789FC11Q9,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-II ( 1118 Days) - Direct Plan - Growth Option,INF789FC19Q2,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-II (1118 days) - Regular Plan - Growth Option,INF789FC14Q3,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Direct Plan - Annual IDCW,INF789FC17R4,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Direct Plan - Flexi IDCW,INF789FC10S7,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Direct Plan - Maturity IDCW,INF789FC18R2,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Direct Plan - Quarterly IDCW,INF789FC16R6,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Regular Plan - Annual IDCW,INF789FC12R5,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Regular Plan - Maturity IDCW,INF789FC13R3,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - III (1131 DAYS) - Regular Plan - Quarterly IDCW,INF789FC11R7,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-III (1131 days) - Direct Plan - Growth Option,INF789FC19R0,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-III (1131 days) - Regular Plan - Growth Option,INF789FC14R1,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - IV (1422 DAYS) - Direct Plan - Flexi IDCW,INF789FC10T5,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - IV (1422 DAYS) - Regular Plan - Annual IDCW,INF789FC12S3,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-IV (1422 days) - Direct Plan - Growth Option,INF789FC19S8,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-IV (1422 days) - Regular Plan - Growth Option,INF789FC14S9,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Direct Plan - Annual IDCW,INF789FC19X8,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Direct Plan - Maturity IDCW,INF789FC10Y5,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Direct Plan - Quarterly IDCW,INF789FC18X0,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Regular Plan - Annual IDCW,INF789FC14X9,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Regular Plan - Maturity IDCW,INF789FC15X6,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - IX (1109 DAYS) - Regular Plan - Quarterly IDCW,INF789FC13X1,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-IX (1109 days) - Direct Plan - Growth Option,INF789FC11Y3,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-IX (1109 days) - Regular Plan - Growth Option,INF789FC16X4,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Direct Plan - Annual IDCW,INF789FC19T6,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Direct Plan - Flexi IDCW,INF789FC12U9,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Direct Plan - Maturity IDCW,INF789FC10U3,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Direct Plan - Quarterly IDCW,INF789FC18T8,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Regular Plan - Annual IDCW,INF789FC14T7,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Regular Plan - Flexi IDCW,INF789FC17T0,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Regular Plan - Maturity IDCW,INF789FC15T4,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - V (1113 DAYS) - Regular Plan - Quarterly IDCW,INF789FC13T9,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-V (1113 days) - Direct Plan - Growth Option,INF789FC11U1,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-V (1113 days) - Regular Plan - Growth Option,INF789FC16T2,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - VI (1135 DAYS) - Direct Plan - Annual IDCW,INF789FC19U4,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - VI (1135 DAYS) - Regular Plan - Annual IDCW,INF789FC14U5,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-VI (1135 days) - Direct Plan - Growth Option,INF789FC11V9,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-VI (1135 days) - Regular Plan - Growth Option,INF789FC16U0,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - VII (1135 DAYS) - Direct Plan - Quarterly IDCW,INF789FC18V4,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - VII (1135 DAYS) - Regular Plan - Annual IDCW,INF789FC14V3,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - VII (1135 DAYS) - Regular Plan - Quarterly IDCW,INF789FC13V5,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-VII (1135 days) - Direct Plan - Growth Option,INF789FC11W7,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-VII (1135 days) - Regular Plan - Growth Option,INF789FC16V8,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Direct Plan - Annual IDCW,INF789FC19W0,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Direct Plan - Flexi IDCW,INF789FC12X3,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Direct Plan - Maturity IDCW,INF789FC10X7,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Direct Plan - Quarterly IDCW,INF789FC18W2,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Regular Plan - Annual IDCW,INF789FC14W1,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Regular Plan - Flexi IDCW,INF789FC17W4,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - VIII (1127 DAYS) - Regular Plan - Quarterly IDCW,INF789FC13W3,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-VIII (1127 days) - Direct Plan - Growth Option,INF789FC11X5,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-VIII (1127 days) - Regular Plan - Growth Option,INF789FC16W6,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - XI (1112 DAYS) - Direct Plan - Flexi IDCW,INF789F1A033,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - XI (1112 DAYS) - Direct Plan - Maturity IDCW,INF789F1A017,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-XI (1112 days) - Direct Plan - Growth Option,INF789F1A025,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-XI (1112 days) - Regular Plan - Growth Option,INF789FC16Z9,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Direct Plan - Annual IDCW,INF789F1A108,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Direct Plan - Maturity IDCW,INF789F1A116,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Direct Plan - Quarterly IDCW,INF789F1A090,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Annual IDCW,INF789F1A058,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Flexi IDCW,INF789F1A082,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Maturity IDCW,INF789F1A066,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - XIII (1122 DAYS) - Regular Plan - Quarterly IDCW,INF789F1A041,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-XIII (1122 days) - Direct Plan - Growth Option,INF789F1A124,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-XIII (1122 days) - Regular Plan - Growth Option,INF789F1A074,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - XIV (1131 DAYS) - Direct Plan - Quarterly IDCW,INF789F1A298,,Mutual Fund
UTI Fixed Term Income fund - Series XXIX - XIV (1131 DAYS) - Regular Plan - Maturity IDCW,INF789F1A264,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-XIV (1131 days) - Direct Plan - Growth Option,INF789F1A322,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-XIV (1131 days) - Regular Plan - Growth Option,INF789F1A272,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-XV (1124 days) - Direct Plan - Growth Option,INF789F1A413,,Mutual Fund
UTI Fixed Term Income Fund Series XXIX-XV (1124 days) - Regular Plan - Growth Option,INF789F1A371,,Mutual Fund
UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Direct Plan - Maturity IDCW,INF789F1A694,,Mutual Fund
UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Direct Plan - Quarterly IDCW,INF789F1A678,,Mutual Fund
UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Regular Plan - Annual IDCW,INF789F1A637,,Mutual Fund
UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Regular Plan - Flexi IDCW,INF789F1A660,,Mutual Fund
UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Regular Plan - Maturity IDCW,INF789F1A645,,Mutual Fund
UTI Fixed Term Income fund - Series XXX - I (1104 DAYS) - Regular Plan - Quarterly IDCW,INF789F1A629,,Mutual Fund
UTI Fixed Term Income Fund Series XXX-I (1104 days) - Direct Plan - Growth Option,INF789F1A702,,Mutual Fund
UTI Fixed Term Income Fund Series XXX-I (1104 days) - Regular Plan - Growth Option,INF789F1A652,,Mutual Fund
UTI Fixed Term Income fund - Series XXX - II (1107 DAYS) - Direct Plan - Annual IDCW,INF789F1A926,,Mutual Fund
UTI Fixed Term Income fund - Series XXX - II (1107 DAYS) - Regular Plan - Quarterly IDCW,INF789F1A868,,Mutual Fund
UTI Fixed Term Income Fund Series XXX-II (1107 days) - Direct Plan - Growth Option,INF789F1A942,,Mutual Fund
UTI Fixed Term Income Fund Series XXX-II (1107 days) - Regular Plan - Growth Option,INF789F1A892,,Mutual Fund
